门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"邂逅花坊鲜花（景都鲜花婚庆）	","1025932	",滁州,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花都红谷滩店）	","1056309	",南昌,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（如意花店）	","1065807	",济南,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰之约）	","1115599	",上海,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花暖人间）	","1306021	",湘潭,"77.0	",--,0,未触犯红线,未触犯红线
"花草集鲜花(七夕预定，表白，鲜花店)	","1317559	",桂林,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（莫妮卡花艺）	","1357365	",滁州,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（四季花屋）	","1410092	",郑州,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（彩云间花艺）	","1445291	",丹东,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（依心花艺精品）	","1537303	",崇左,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（江滨婚庆花店）	","1682006	",东莞,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小草鲜花店）	","1786360	",张家口,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（欢乐颂）	","1806980	",石家庄,"59.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（喵姐花艺)	","1959140	",秦皇岛,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（简单爱花艺）	","1993353	",台州,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花落谁家）	","1996730	",合肥,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鱼花宫鲜花）	","2002283	",莆田,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（唯尚鲜花）	","2148336	",九江,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花样年华河西店）	","2149848	",长沙,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（仙紫鲜花店）	","2290168	",天津,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红丽花店）	","2372726	",上海,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（初暖花艺）	","2387910	",日照,"52.0	",--,0,未触犯红线,未触犯红线
"千百渡花艺(七夕预定，表白，鲜花)	","2396768	",北京,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雯公主花卉）	","2414605	",杭州,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（永顺鲜花店）	","2499036	",上海,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合花批发部）	","2526841	",遵义,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（晨辉鲜花店）	","2531868	",上海,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小雨花艺）	","2568882	",临汾,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（莞香花坊）	","2613397	",东莞,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（兴兴花艺）	","2633533	",六安,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（盛达升华鲜花）	","2681117	",北京,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（饰情花艺）	","2692280	",济南,"81.0	",--,0,未触犯红线,未触犯红线
"遇见花开(七夕预定，表白，鲜花)	","2721901	",昆明,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（浪漫满屋）	","2758504	",铜川,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（紫晶花坊）	","2758931	",泰州,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花好约缘鲜花店）	","2782682	",武威,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（遇见花坊）	","2903944	",赣州,"87.0	",--,0,未触犯红线,未触犯红线
"爱情海鲜花	","2951300	",上海,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花花店）	","2954975	",北京,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之花行）	","2992347	",武汉,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（欣雨花店）	","3032292	",上海,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金卉花房)	","3069058	",鞍山,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花香恋花艺坊）	","3074868	",银川,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（霞慕尼花镇鲜花店）	","3100497	",哈尔滨,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木槿花艺坊）	","3114586	",西宁,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（梦馨花艺）	","3115396	",绍兴,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（源野花店）	","3134500	",曲靖,"83.0	",--,0,未触犯红线,未触犯红线
"心意花坊(七夕预定，表白，鲜花)	","3140988	",东莞,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱吧花屋）	","3153483	",马鞍山,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（永鲜鲜花店）	","3174819	",泰安,"53.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（普罗旺斯婚庆）	","3230734	",温州,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花艺小栈）	","3251274	",洛阳,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（莲之韵）	","3372458	",上海,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花啦啦）	","3420406	",潮州,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之语）	","3423829	",十堰,"75.0	",--,0,未触犯红线,未触犯红线
"芊百卉(七夕预定，表白，鲜花)	","3453699	",天津,"66.0	",--,0,未触犯红线,未触犯红线
"馨梦缘花艺·七夕鲜花	","3522148	",北京,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花海之家）	","3534673	",六安,"45.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红玫瑰花艺）	","3566834	",镇江,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花样年华）	","3590298	",武汉,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（米朵花艺）	","3593644	",宜宾,"57.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合花坊)	","3695585	",廊坊,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花香园鲜花）	","3738967	",潍坊,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨兰花坊）	","3782706	",武汉,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花藝阁）	","3825934	",昆明,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（仁和美发）	","3859980	",七台河,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（娜时花开）	","3878986	",中山,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花时间花店）	","3899843	",遵义,"57.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（传奇花坊）	","3915289	",成都,"66.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（达令花坊）	","4108818	",南昌,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花阁）	","4129848	",合肥,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（心意鲜花）	","4133335	",东营,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（心约鲜花店）	","4182702	",湛江,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（一间花店）	","4184985	",宜宾,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（M1初见）	","4249322	",平顶山,"51.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芳汀鲜花）	","4277847	",武汉,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花样年华）	","4278885	",长沙,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（摆渡人花艺）	","4320557	",呼和浩特,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱花居鲜花坊)	","4362920	",青岛,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（添彩园艺）	","4371458	",汉中,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金玉良缘鲜花）	","4384891	",沧州,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（仕美花店）	","4404304	",开封,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（情人草★尚花馆）	","4496751	",曲靖,"52.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芳缘花艺）	","4530539	",银川,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合鲜花婚庆)	","4564340	",合肥,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（柠檬草花语）	","4568666	",乌鲁木齐,"56.0	",--,0,未触犯红线,未触犯红线
"龙之吻婚庆婚车鲜花	","4597000	",合肥,"70.0	",--,0,未触犯红线,未触犯红线
"悠悠花坊(七夕预定，表白，鲜花)	","4641301	",苏州,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（万珏花坊）	","4644119	",上海,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（媚娘君兰苑）	","4648258	",商丘,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（南国花乡）	","4653357	",安阳,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小米花房）	","4653968	",安阳,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（时尚鲜花）	","4666902	",南阳,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（双雨花艺）	","4695060	",苏州,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花心思花艺）	","4722599	",贵阳,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（一加一鲜花）	","4733956	",石家庄,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（龙凤媒缘鲜花）	","4772352	",合肥,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（文悦鲜花）	","4789782	",保定,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（四季馨鲜花）	","4789783	",保定,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之美花艺）	","4789788	",太原,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金虹花店）	","4789789	",汕头,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（锦喜汇花艺）	","4810715	",合肥,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（唯之爱花店）	","4849426	",邯郸,"57.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（绿世界花店）	","4849427	",宝鸡,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蓝岛鲜花店）	","4849430	",苏州,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（四季花业）	","4849433	",平顶山,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（满天星花艺）	","4849495	",秦皇岛,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（信心花汇店）	","4849496	",阳泉,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花色花香花艺）	","4849498	",保山,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（水滴鲜花坊）	","4881711	",太原,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花物语花艺）	","4893963	",徐州,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（瑞意缘鲜花婚庆）	","4895530	",阜阳,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（牵手鲜花）	","4895531	",濮阳,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（云尚花店）	","4895532	",合肥,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（月逸鲜花）	","4895533	",锦州,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（朵兰花坊）	","4895535	",呼和浩特,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木子花艺）	","4895537	",呼和浩特,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花艺苑鲜花）	","4895681	",沈阳,"48.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金豆豆鲜花）	","4895684	",呼伦贝尔,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（哈尔滨汇色鲜花速递）	","4895685	",哈尔滨,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金洋花坊）	","4918754	",巴彦淖尔,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（五梅花店）	","4918755	",梅州,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（无限情意）	","4918756	",北京,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花房姑娘）	","4918759	",衡水,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鑫百花园）	","4918763	",伊春市,"63.0	",--,0,未触犯红线,未触犯红线
"红艳蓝花店(七夕预定，表白，鲜花)	","4918765	",宁波,"50.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百花苑店）	","4918766	",黄山,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花婚庆）	","4918769	",北京,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（Ainoflowery）	","4918770	",北京,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（圆梦花行）	","4986602	",台州,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（凉爽鲜花工作室）	","5020140	",郑州,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（樱鹉花店）	","5021738	",南京,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（转角花房）	","5030693	",合肥,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（星洲花艺）	","5054486	",杭州,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（七彩花坊）	","5071962	",无锡,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（克罗莉斯创意花生活）	","5101794	",深圳,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（恋花坊）	","5108779	",成都,"46.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蝴蝶花店）	","5108780	",镇江,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（方圆花坊）	","5108781	",肇庆,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（琪琪花艺店）	","5108785	",徐州,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（春浓花园）	","5108786	",张家界,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雪梅花苑）	","5108787	",齐齐哈尔,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鑫芳馨花店）	","5108788	",呼伦贝尔,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（南国花乡）	","5108789	",连云港,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花语花兿）	","5108790	",洛阳,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（嘉韵鲜花婚庆）	","5108791	",酒泉,"89.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合花店）	","5108794	",广州,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（绿草心花艺）	","5108795	",淮安,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（清馨鲜花婚庆）	","5108798	",鞍山,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花赞鲜花婚庆）	","5108990	",石家庄,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰园花卉）	","5109129	",九江,"65.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（青青花草坊）	","5109131	",湘西土家族苗族自治州,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花想容花艺店）	","5109859	",南京,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花栖）	","5109986	",襄阳,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（美丽花园）	","5188784	",厦门,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（林源花店）	","5252927	",渭南,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花果园）	","5252928	",上海,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（幸福的味道）	","5252930	",北京,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱云花店）	","5252931	",合肥,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（六月花艺）	","5252933	",平顶山,"77.0	",--,499,未触犯红线,未触犯红线
"邂逅花坊鲜花（涿州店）	","5252935	",保定,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（时尚花坊）	","5252939	",钦州,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鼓楼婚庆花卉）	","5252942	",榆林,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蒙蒙花坊）	","5252943	",呼和浩特,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花缘花艺）	","5253002	",呼和浩特,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（四季春花卉店）	","5253068	",平顶山,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花夫籽花店）	","5253069	",南宁,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（江楠花艺）	","5253070	",杭州,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（云路鲜花批发）	","5253072	",鸡西,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百花园花店）	","5253141	",黑河,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（欣颖鲜花)	","5260014	",衡阳,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（情谊花店）	","5260338	",宁波,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（稀奇古怪）	","5277233	",廊坊,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（兰馨花艺)	","5277235	",鞍山,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之语鲜花）	","5277237	",日照,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合婚礼鲜花店）	","5277238	",淮安,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（浪漫花屋）	","5277240	",杭州,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木闺香枝鲜花）	","5277243	",济南,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花木美花店）	","5277244	",汕尾,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（CC花间）	","5277245	",沧州,"47.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（幸福花艺）	","5277247	",安顺,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合鲜花）	","5277250	",昆明,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（秘密花园）	","5277252	",六安,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（七彩花艺馆）	","5277255	",南平,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨源花卉店）	","5277256	",鄂尔多斯,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱尚花艺店）	","5277257	",防城港,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雅丽鲜花婚庆）	","5277258	",鸡西,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花阁花卉店）	","5277259	",石嘴山,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（才枝花屋）	","5277260	",南平,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（天天鲜花店）	","5277262	",蚌埠,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木兮鲜花艺蛇）	","5277265	",苏州,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（汤口花店）	","5277270	",黄山,"60.0	",--,404,未触犯红线,未触犯红线
"邂逅花坊鲜花（丽人鲜花）	","5277273	",上海,"53.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（仙花园鲜花婚庆）	","5277274	",杭州,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（华盛花店）	","5277275	",上海,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（Flowers花艺·生活）	","5277276	",上海,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱娜鲜花）	","5277277	",天津,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花嫁人家花坊）	","5277464	",济源市,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（聚缘花艺）	","5277544	",晋城,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（乡村爱情鲜花）	","5277545	",济南,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（北国花苑庆典）	","5277547	",荆门,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花好月缘）	","5277548	",湛江,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱花居）	","5277550	",毕节,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雅景花艺）	","5277551	",东莞,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千姿鲜花店）	","5277552	",呼伦贝尔,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（豆谷花坊）	","5277554	",承德,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（唯美花店）	","5277556	",济源市,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（七月花艺馆）	","5277557	",南平,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花颜巧雨鲜花）	","5277558	",南平,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（佳一鲜花店）	","5277559	",保山,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花间密语鲜花坊）	","5277562	",重庆,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（陌上花开）	","5277564	",杭州,"55.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花香袭人）	","5277565	",淮南,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花甜喜事）	","5277566	",景德镇,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（那时花开）	","5277569	",杭州,"65.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（俪缘花千谷）	","5278606	",潍坊,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（妙语花香鲜花）	","5279665	",北京,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（纤纤花艺）	","5279666	",北京,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花好月缘）	","5279667	",上海,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（心花露坊）	","5279668	",上海,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花开相爱艳玲花都）	","5279672	",金华,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（有间花艺馆）	","5279673	",合肥,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（咏馨花艺）	","5279756	",上海,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之恋）	","5279757	",沧州,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（新世纪花艺）	","5279758	",贵港,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（天堂鸟花艺馆）	","5279760	",蚌埠,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（尚品鲜花批发）	","5279761	",齐齐哈尔,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（有间花店）	","5279763	",牡丹江,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芳芳仙花店）	","5279839	",邯郸,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花苁里）	","5280466	",哈尔滨,"80.0	",--,0,未触犯红线,未触犯红线
