,Unnamed: 0,Unnamed: 0.1,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
1201956,26841,26841,9598368,鲜花朵朵（张家口宣化店）,100004096,八彩时尚花艺,河北省,张家口,D1,宣化区,鲜花绿植,综合鲜花绿植店,1,20200728.0,1,1,1,1,1,131.0,49.0,131.0,49.0,0,0,0,0,0,0,0,0,0,0,85.0,293,8,1,506,501
1202468,27353,27353,4950879,鲜花到（怡花都鲜花礼品）,100028370,鲜花网,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180512.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,106,1,0,468,324
1203457,28342,28342,7707902,鹿大人（风云花艺鲜花馆）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190910.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,64,0,0,414,355
1203742,28627,28627,6513955,如愿鲜花（花恋鲜花坊）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,217,5,0,770,769
1204241,29126,29126,9131026,海林超市鲜花店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200524.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,62,1,0,64,63
1204741,29626,29626,5154982,水云间花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180607.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,4,0,76,75
1205855,30740,30740,5972058,邂逅花坊鲜花（茗花坊鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20181018.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,78,2,0,583,470
1206590,31475,31475,9231667,奇欣花卉（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,76,6,0,475,445
1206676,31561,31561,9028638,巧巧花坊（张家口店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200516.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,92,1,0,249,249
1206858,31743,31743,3604414,芙蓉花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171023.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,73,2,0,21,12
1207547,32432,32432,5588132,百艳花居鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,50,3,0,184,184
1207776,32661,32661,6724672,四季花卉（金聚底商店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190320.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,42,4,0,144,75
1208389,33274,33274,5624135,七月·花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180814.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,30,1,0,48,20
1208808,33693,33693,2033651,百艳花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170220.0,2,1,1,1,1,157.0,157.0,157.0,157.0,0,0,0,0,0,0,0,0,0,0,1.0,36,3,1,155,139
1209087,33972,33972,9147490,小娜花艺,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,0,20200809.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,13,0,0,16,16
1209173,34058,34058,10138470,花趣精品鲜花坊,100036289,心情不错鲜花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20201010.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,168,2,0,458,316
1209704,34589,34589,8629184,花点时间花艺室（乐购后门店）,100030825,熊先生鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200330.0,1,1,1,1,1,176.0,88.0,176.0,88.0,0,0,0,0,0,0,0,0,0,0,92.0,177,6,1,408,286
1209861,34746,34746,7380463,花驿花苑(礼品鲜花，生日花、表白花),0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190709.0,1,9,8,8,8,3090.0,1020.0,386.25,127.5,0,0,0,0,0,0,0,0,0,0,2152.0,656,56,8,550,359
1209867,34752,34752,6513954,如愿鲜花（小梦花艺）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190125.0,1,3,3,3,3,716.0,314.5800000000001,238.66666666666663,104.86,1,1,0,0,0,0,0,0,0,0,407.42,160,14,3,848,848
1209870,34755,34755,7438654,醉美花艺馆（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190801.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,288,7,0,408,294
1210542,35427,35427,8936499,花·时间（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,111,2,0,324,318
1210553,35438,35438,4381739,一美花卉,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180206.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,171,2,0,425,405
1210591,35476,35476,9709845,百艳花居-生日鲜花，表白鲜花，开业花篮，婚车装饰,100034937,艾尚花语,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,64,6,0,453,452
1212265,37150,37150,2153267,小橡树花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170324.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,10,0,0,52,10
1212610,37495,37495,8743603,玫瑰花坊·七夕鲜花,100025970,花生活,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200330.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,280,4,0,670,667
1213138,38023,38023,9465283,花屿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,115,2,0,293,287
1213341,38226,38226,9549350,王小姐的花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200717.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,153,5,0,293,287
1213516,38401,38401,7417976,锦熹花艺（鲜花，绿植，生日花）,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190710.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,304,12,0,517,295
1213692,38577,38577,9652002,鲜花绿植（生日花）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200803.0,1,8,5,5,4,260.0,260.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,60.0,184,13,4,568,414
1213781,38666,38666,9608503,花艺坊,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200809.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,159,4,0,216,215
1214059,38944,38944,1434270,诗蕊花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160831.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,89,2,0,207,87
1214819,39704,39704,6591906,鼎卉鲜花（九朵精致鲜花坊）,11035,鼎卉鲜花,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,167,1,0,743,718
1214985,39870,39870,9627274,蘭亭花卉（胜利北路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,1,1,1,1,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,54.0,144,2,1,324,318
1216524,41409,41409,9630382,蘭亭花卉（宣化路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,1,1,1,1,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,54.0,111,1,1,324,318
1216655,41540,41540,9201940,花香语鲜花婚庆（生日花，表白花，鲜花）,100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200529.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,37,0,0,612,477
1217637,42522,42522,6332216,花间密码,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20181226.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,25,23
1218029,42914,42914,5588201,俪缘花艺鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,37,1,0,260,259
1218133,43018,43018,890655,花世界,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20160427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,51,2,0,256,256
1219122,44007,44007,6524306,花之语,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190128.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,15,13
1219511,44396,44396,1449953,花匠先生(海艳花艺鲜花店),100030827,花匠先生,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160902.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,126,1,0,560,519
1220835,45720,45720,8404291,艾妮花艺（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200121.0,1,5,5,5,4,724.0,302.0,181.0,75.5,1,1,0,0,0,0,0,0,0,0,432.0,347,25,4,398,397
1220928,45813,45813,8313418,诺言鲜花（涿鹿县店）,100004094,诺言鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200210.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,97,5,0,564,556
1220979,45864,45864,9329905,幸福草花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200615.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,207,2,0,324,318
1221230,46115,46115,3776909,奇臻花卉城,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171209.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,13,0,0,40,32
1221346,46231,46231,7506071,牛牛水族花卉（尚义）,0,,河北省,张家口,D1,,鲜花绿植,绿植/园艺店,1,20190726.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,60,1,0,38,35
1222741,47626,47626,3869239,百合花屋,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171123.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,16,1,0,29,25
1223093,47978,47978,6498010,此间花开,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190220.0,1,7,7,7,7,3012.0,916.0,430.28571428571433,130.85714285714286,1,1,0,0,0,0,0,0,0,0,2284.2,515,60,7,446,278
1223203,48088,48088,9851909,花森林（丰桂元鲜花店）,100035486,花森林,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,128,2,0,350,337
1223518,48403,48403,3801797,米兰花店（鲜花，生日花，绿植）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20171114.0,1,3,3,3,3,1670.0,314.0,556.6666666666666,104.66666666666669,0,0,0,0,0,0,0,0,0,0,1362.0,352,18,3,304,298
1224572,49457,49457,7522119,红威鲜花店（鲜花，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190801.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,84,7,0,520,480
1224580,49465,49465,8847516,鲜花坊（生日鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200527.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,64,1,0,421,415
1224970,49855,49855,6627263,沁园花卉（平安街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190308.0,2,1,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,3,0,52,49
1225271,50156,50156,1224715,1314鲜花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20160825.0,1,1,1,1,1,318.0,108.0,318.0,108.0,0,0,0,0,0,0,0,0,0,0,220.0,152,16,1,266,264
1225354,50239,50239,1390717,鲜花坊（茗花坊鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,89,6,0,337,309
1225535,50420,50420,8321049,浪漫花都(柴沟堡花店),0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20191220.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,10,0,0,312,292
1225657,50542,50542,9558686,尚希鲜花绿植(张家口店),0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200718.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,299,4,0,207,207
1225694,50579,50579,9384070,沁香阁花卉旗舰店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200625.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,0,0,17,17
1225854,50739,50739,10117616,花觅,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20201006.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,2,0,23,23
1225921,50806,50806,7501282,桐桐花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190903.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,61,3,0,122,122
1226056,50941,50941,9361775,欢欢的花店（华佳广场店）,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200619.0,1,2,2,2,2,354.0,256.0,177.0,128.0,0,0,0,0,0,0,0,0,0,0,158.0,173,17,2,760,752
1226334,51219,51219,3103363,拾光花坊,100012195,爱花轩,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20170823.0,1,5,5,5,5,720.0,360.0,144.0,72.0,0,0,0,0,0,0,0,0,0,0,380.0,209,11,5,415,415
1226406,51291,51291,9270134,鹿与野花卉·生日花,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200714.0,1,3,3,3,2,543.0,226.0,271.5,113.0,1,1,0,0,0,0,0,0,0,0,341.0,674,24,2,534,368
1226493,51378,51378,9302509,see me惜蜜鲜花,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200618.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,12,1,0,21,21
1227528,52413,52413,10020873,IMissingYou,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,166,3,0,17,17
1228187,53072,53072,5337828,如愿鲜花（丽鑫鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,120,5,0,772,769
1229080,53965,53965,9670957,花花世界（宣府大街支家桥店）,11035,鼎卉鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200806.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,300,12,0,757,751
1229100,53985,53985,8639687,GINA·丹鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200311.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,51,50
1229173,54058,54058,8824676,小宋花卉城（二街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200503.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,5,1,0,16,16
1229635,54520,54520,9558174,樊樊鲜花店（鲜花生日花开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200718.0,1,4,3,3,2,1135.0,156.0,567.5,78.0,0,0,0,0,0,0,0,0,0,0,985.0,553,48,2,394,310
1230139,55024,55024,9552795,简爱花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200721.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,42,1,0,216,215
1230352,55237,55237,6675134,蕞美花店·dream flower,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190402.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,40,1,0,9,9
1231819,56704,56704,4357084,婕拉花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,54,1,0,94,49
1232152,57037,57037,376284,美丽契约鲜花（花添喜事花店）,9810,美丽契约鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20150819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,107,1,0,522,421
1232254,57139,57139,7577182,一家花店鲜花（青青花店）,100003909,一家花店,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190827.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,157,2,0,523,485
1233107,57992,57992,9438139,繁花花坊鲜花店-生日鲜花，表白鲜花，开业花篮，婚车装饰,100034937,艾尚花语,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200703.0,1,1,1,1,1,249.0,119.0,249.0,119.0,0,0,0,0,0,0,0,0,0,0,141.0,171,2,1,449,444
1233711,58596,58596,6136674,邂逅花坊鲜花（沁香霞轩）,100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181213.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,60,1,0,582,469
1234793,59678,59678,1958942,鲜花坊（好心情鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20170119.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,93,4,0,322,307
1234911,59796,59796,9710057,开心花卉（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,0,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,32,0,0,293,287
1236337,61222,61222,7255449,熊先生鲜花（天天鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20190614.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,204,3,0,408,286
1237243,62128,62128,9987840,紫情花艺,100012196,如愿鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200918.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,156,0,0,770,770
1237905,62790,62790,979299,随心花苑,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20160517.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,5,0,0,24,19
1238675,63560,63560,9601223,花森林（海娇鲜花店）,100035486,花森林,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,76,1,0,347,333
1239449,64334,64334,1709625,香格格鲜花馆（怀来）,29079,香格格鲜花馆,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,13,0,0,232,224
1241207,66092,66092,8709480,金金鲜花,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200316.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,25,25
1241441,66326,66326,5637999,花小匠,100012195,爱花轩,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180815.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,66,1,0,415,415
1241978,66863,66863,9844538,植得,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200828.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,26,0,0,670,667
1241979,66864,66864,10084532,蝶梦鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200929.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,201,1,0,5,5
1242032,66917,66917,3291038,诗情花艺花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170913.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,106,81
1242097,66982,66982,10040032,光头强花店,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200923.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,0,0,293,286
1242155,67040,67040,8936941,一花一慕花艺（北方学院店）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20200430.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,195,21,0,110,107
1242547,67432,67432,9240054,幸福花开鲜花（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,0,0,534,507
1242765,67650,67650,9236625,花房姑娘鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200604.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,125,1,0,55,52
1242978,67863,67863,8376667,弄花花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,3,0,52,42
1243277,68162,68162,8139744,沁馨花艺（鲜花店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191116.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,48,45
1243410,68295,68295,5390208,花之美花艺设计,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180714.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,69,2,0,260,260
1243684,68569,68569,9464699,F.FOR你的花儿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,204,1,0,293,289
1243860,68745,68745,9307658,我的花(鲜花，绿植，生日花表白),0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200613.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,88,3,0,476,441
1243891,68776,68776,4170810,情和缘鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180109.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,46,0,0,53,50
1243913,68798,68798,9129813,林小姐的花房,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200519.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,139,4,0,186,186
1243950,68835,68835,8631592,沐汐花艺,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200306.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,93,2,0,101,99
1244201,69086,69086,9894277,爱之约花店（张家口桥东店）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200903.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,199,6,0,235,235
1244327,69212,69212,9771358,花房故事,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,148,0,0,412,298
1244809,69694,69694,9739079,樊樊鲜花店（建院店）,100034938,俏花农,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,145,2,0,300,299
1244943,69828,69828,10011737,菲儿花艺工作室,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,118,2,0,45,45
1245872,70757,70757,6514016,如愿鲜花（喜多多鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190125.0,1,7,6,6,6,1500.0,1068.0,250.0,178.0,1,1,0,0,0,0,0,0,0,0,653.0,368,29,6,896,893
1245902,70787,70787,7011821,一花一慕花坊（康乃馨•百合•向日葵•开业用花）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190513.0,1,1,1,1,1,555.0,138.0,555.0,138.0,0,0,0,0,0,0,0,0,0,0,420.0,700,43,1,344,325
1246050,70935,70935,7851543,花仙子鲜花店,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191029.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,95,0,0,266,264
