,Unnamed: 0,Unnamed: 0.1,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
1154815,70633,70633,9336808,1314花坊（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200619.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,149,14,0,507,501
1155159,70977,70977,9999911,爱花居鲜花（胜利中路店）,100025968,爱花居鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200928.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,232,12,0,238,238
1155835,71653,71653,7282677,樊樊鲜花坊（七夕节鲜花预定）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,2,0,455,396
1155839,71657,71657,6557051,花样年华鲜花绿植,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190213.0,2,1,1,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,53,5,0,69,62
1157229,73047,73047,7335337,墨里花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190626.0,2,2,2,2,2,568.0,568.0,284.0,284.0,0,0,0,0,0,0,0,0,0,0,14.0,34,7,2,84,76
1157257,73075,73075,9928561,尤加利女孩,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200913.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,27,2,0,15,12
1157573,73391,73391,7134390,生活花译馆,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190522.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,0,0,146,139
1158357,74175,74175,9379579,初遇花坊(鲜花),11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200622.0,1,1,1,1,1,596.0,238.0,596.0,238.0,0,0,0,0,0,0,0,0,0,0,369.0,147,5,1,758,751
1159253,75071,75071,8061981,梅瑜花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,28,2,0,42,42
1159546,75364,75364,4376062,爱阳花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180205.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,1,0,30,18
1159933,75751,75751,4949364,娜娜鲜花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180512.0,2,1,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,52,7,0,105,96
1160044,75862,75862,6531722,花匠先生（鲜花店绿植）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,63,1,0,541,519
1160880,76698,76698,4439347,欣馨花艺赤城河沿街店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180309.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,37,3,0,112,24
1161160,76978,76978,9599505,千寻花道生活馆（七夕情人节，告白，生日）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200725.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,120,7,0,670,667
1161532,77350,77350,8709480,金金鲜花,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200316.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,0,0,25,25
1162323,78141,78141,3291038,诗情花艺花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170913.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,106,81
1162553,78371,78371,9240054,幸福花开鲜花（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,534,507
1163327,79145,79145,8376667,弄花花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,48,5,0,52,42
1163340,79158,79158,1709625,香格格鲜花馆（怀来）,29079,香格格鲜花馆,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,19,1,0,232,224
1163792,79610,79610,5637999,花小匠,100012195,爱花轩,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180815.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,74,2,0,415,415
1163910,79728,79728,8936941,一花一慕花艺（北方学院店）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20200430.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,197,20,0,110,107
1164573,80391,80391,9236625,花房姑娘鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200604.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,112,0,0,55,52
1165437,81255,81255,9844538,植得,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200828.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,1,0,670,667
1165439,81257,81257,10084532,蝶梦鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200929.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,198,5,0,5,5
1165960,81778,81778,10040032,光头强花店,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200923.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,24,0,0,293,286
1166746,82564,82564,9558686,尚希鲜花绿植(张家口店),0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200718.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,277,4,0,207,207
1167278,83096,83096,9302509,see me惜蜜鲜花,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200618.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,2,0,21,21
1167550,83368,83368,3103363,拾光花坊,100012195,爱花轩,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20170823.0,1,2,2,2,2,292.0,175.2,146.0,87.6,0,0,0,0,0,0,0,0,0,0,124.8,183,5,2,415,415
1167668,83486,83486,10020873,IMissingYou,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,176,3,0,17,17
1168593,84411,84411,9361775,欢欢的花店（华佳广场店）,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200619.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,208,10,0,760,752
1168709,84527,84527,5337828,如愿鲜花（丽鑫鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,106,7,0,772,769
1168769,84587,84587,7501282,桐桐花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190903.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,58,2,0,122,122
1168825,84643,84643,9558174,樊樊鲜花店（鲜花生日花开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200718.0,1,7,5,5,5,2646.0,670.0,529.2,134.0,0,0,0,0,0,0,0,0,0,0,2006.0,531,31,5,394,311
1169112,84930,84930,8321049,浪漫花都(柴沟堡花店),0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20191220.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,11,2,0,312,292
1169168,84986,84986,9670957,花花世界（宣府大街支家桥店）,11035,鼎卉鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200806.0,1,1,1,1,1,178.0,178.0,178.0,178.0,0,0,0,0,0,0,0,0,0,0,55.0,328,12,1,757,751
1169198,85016,85016,8639687,GINA·丹鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200311.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,8,0,0,51,50
1169231,85049,85049,10117616,花觅,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20201006.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,25,2,0,23,23
1169309,85127,85127,8824676,小宋花卉城（二街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200503.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,10,0,0,16,16
1169534,85352,85352,9384070,沁香阁花卉旗舰店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200625.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,8,0,0,17,17
1170024,85842,85842,9270134,鹿与野花卉·生日花,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200714.0,1,6,5,5,4,2014.0,402.0,503.5,100.5,0,0,0,0,0,0,0,0,0,0,1647.0,629,28,4,535,369
1170136,85954,85954,1224715,1314鲜花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20160825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,161,15,0,266,264
1170453,86271,86271,1390717,鲜花坊（茗花坊鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,96,8,0,337,309
1172041,87859,87859,5648476,花房姑娘,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180816.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,33,14
1172255,88073,88073,4966315,馨缘花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180514.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,34,2,0,120,120
1172286,88104,88104,1372332,花开相爱鲜花店,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,162,4,0,163,152
1172645,88463,88463,1786360,邂逅花坊鲜花（小草鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,59,3,0,583,469
1172798,88616,88616,6898286,那时花开,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,79,1,0,62,62
1173722,89540,89540,8953201,实惠花屋（鲜花店）,27819,维纳斯鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200422.0,1,1,1,1,1,288.0,128.0,288.0,128.0,0,0,0,0,0,0,0,0,0,0,173.0,229,13,1,638,596
1173869,89687,89687,9736189,溢馨花艺店,100033020,沪花拾者,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200818.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,51,2,0,233,172
1173995,89813,89813,6643951,芊卉花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190307.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,15,1,0,35,3
1174095,89913,89913,8674169,木棉记忆花屋（崇礼店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200313.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,3,0,17,17
1174408,90226,90226,5744907,玫瑰园鲜花,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,102,0,0,142,51
1174530,90348,90348,7832692,百红花房（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,84,2,0,521,425
1175423,308,308,6898286,那时花开,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,74,0,0,62,62
1175507,392,392,4966315,馨缘花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180514.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,0,0,120,119
1175838,723,723,8953201,实惠花屋（鲜花店）,27819,维纳斯鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200422.0,1,4,3,3,3,604.0,274.0,201.3333333333333,91.33333333333331,0,0,0,0,0,0,0,0,0,0,339.0,192,21,3,651,609
1176015,900,900,8674169,木棉记忆花屋（崇礼店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200313.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,63,2,0,17,17
1176605,1490,1490,1786360,邂逅花坊鲜花（小草鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,52,2,0,583,469
1176837,1722,1722,5648476,花房姑娘,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180816.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,12,0,0,33,14
1177044,1929,1929,6643951,芊卉花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190307.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,13,0,0,35,3
1177370,2255,2255,1372332,花开相爱鲜花店,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,160,4,0,163,152
1177544,2429,2429,7832692,百红花房（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,116,1,0,521,425
1177724,2609,2609,9736189,溢馨花艺店,100033020,沪花拾者,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200818.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,55,2,0,233,172
1178390,3275,3275,5744907,玫瑰园鲜花,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,125,2,0,142,51
1180109,4994,4994,8061981,梅瑜花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,29,0,0,42,42
1180592,5477,5477,4949364,娜娜鲜花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180512.0,2,1,1,1,1,120.0,120.0,120.0,120.0,0,0,0,0,0,0,0,0,0,0,6.5,51,2,1,105,96
1181455,6340,6340,9928561,尤加利女孩,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200913.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,29,3,0,15,12
1182719,7604,7604,7335337,墨里花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190626.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,56,1,0,84,76
1182946,7831,7831,9599505,千寻花道生活馆（七夕情人节，告白，生日）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200725.0,1,1,1,1,1,188.0,88.0,188.0,88.0,0,0,0,0,0,0,0,0,0,0,139.0,113,3,1,670,667
1183334,8219,8219,9379579,初遇花坊(鲜花),11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200622.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,122,5,0,758,751
1183354,8239,8239,4439347,欣馨花艺赤城河沿街店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180309.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,0,0,112,24
1183617,8502,8502,7134390,生活花译馆,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190522.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,26,0,0,146,139
1184141,9026,9026,6531722,花匠先生（鲜花店绿植）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,77,2,0,541,519
1184218,9103,9103,4376062,爱阳花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180205.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,24,0,0,30,18
1184387,9272,9272,881612,花花世界（鲜花店，绿植，生日花）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160419.0,1,3,2,2,2,656.0,316.0,328.0,158.0,0,0,0,0,0,0,0,0,0,0,424.0,425,33,2,370,302
1184500,9385,9385,9619609,1314花坊（中都大街店）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200821.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,72,3,0,564,524
1184914,9799,9799,9865481,花点心思鲜花（张家口宣化店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200831.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,174,3,0,235,235
1185333,10218,10218,7347386,熊先生鲜花（鲜果多水果鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190704.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,139,1,0,408,294
1185997,10882,10882,7589703,喜悦花卉销售中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190807.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,1,0,15,15
1186240,11125,11125,8769388,鲜花广告,100012196,如愿鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200326.0,1,2,2,2,2,12.0,12.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,272,4,2,773,771
1186789,11674,11674,2500983,玫瑰之约鲜花(心义花坊鲜花速递),0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20170517.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,164,5,0,420,414
1186990,11875,11875,9915938,纯爱花坊（生日花、表白花、开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200907.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,412,4,0,383,315
1187004,11889,11889,9674046,鲜花水果礼品（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,桥西区,鲜花绿植,综合鲜花绿植店,1,20200807.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,135,1,0,506,501
1187663,12548,12548,9418822,幸福花卉(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200701.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,83,2,0,618,474
1187682,12567,12567,8804606,一花一慕花坊（串窑街店）,27446,妮依然鲜花品牌店,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200410.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,173,1,0,268,266
1188064,12949,12949,7360968,艺·霖,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190805.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,16,16
1188814,13699,13699,7933846,鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,13,1
1190455,15340,15340,9716991,花间密码,100031553,喜花绿植,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200810.0,1,1,1,1,1,40.0,19.81,40.0,19.81,0,0,0,0,0,0,0,0,0,0,23.19,236,8,1,288,288
1190630,15515,15515,7134801,花漫,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190603.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,5,0,0,21,19
1190914,15799,15799,5633635,花木兰,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180815.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,38,2,0,64,12
1191355,16240,16240,9810227,爱之漫,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200823.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,68,3,0,670,667
1191394,16279,16279,9569808,小草鲜花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200720.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,150,5,0,293,287
1191439,16324,16324,7255448,熊先生鲜花（娜间花店）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190611.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,145,1,0,407,256
1191839,16724,16724,4465240,鹿大人（田园花舍鲜花）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180309.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,257,11,0,391,390
1192929,17814,17814,4017324,藤园艺馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171211.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,11,0,0,13,8
1193993,18878,18878,8191064,轩辕花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,84,1,0,773,751
1195155,20040,20040,8837374,醉美花艺馆（教师节鲜花、绿植，盆栽）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200409.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,206,12,0,145,144
1195986,20871,20871,3809441,八彩鲜花（花语鲜花）,100004096,八彩时尚花艺,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,130,4,0,506,501
1196107,20992,20992,8769299,小梦花艺,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20200327.0,0,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,3,0
1196530,21415,21415,9776058,百祥刺青鲜花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,174,1,0,185,181
1196833,21718,21718,2253189,世佳花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170401.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0
1196963,21848,21848,8371176,娇芷鲜花水果,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20191225.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,42,1,0,34,24
1197932,22817,22817,5988221,798花舍,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181023.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,1,0,120,104
1198323,23208,23208,6557051,花样年华鲜花绿植,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190213.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,3,0,69,62
1198607,23492,23492,3027506,那些花儿,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170817.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,3,0,46,26
1198792,23677,23677,9336808,1314花坊（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200619.0,1,1,1,1,1,236.0,72.0,236.0,72.0,0,0,0,0,0,0,0,0,0,0,173.9,148,11,1,507,501
1199557,24442,24442,7832317,一家花店鲜花（唯依花屋）,100003909,一家花店,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190920.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,185,8,0,464,427
1199742,24627,24627,2652277,绿洲花卉鲜花盆景,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170609.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,47,6,0,179,177
1200041,24926,24926,9999911,爱花居鲜花（胜利中路店）,100025968,爱花居鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200928.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,218,4,0,238,238
1200678,25563,25563,7282677,樊樊鲜花坊（七夕节鲜花预定）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,47,0,0,455,396
