订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题,,,,,,,,
"82783223834452645	","2020-03-06 18:04:52	","花生活鲜花（岭铖花坊）	","8278322	","四平	","138.00	","138.00	","『诗和远方』11枝粉玫瑰搭配相思梅花束送闺蜜送女友鲜花店生日*数量1	","商家拒单；	",,,,,,,,
"82782670752613205	","2020-03-08 11:24:23	","花生活鲜花（时光对白花店）	","8278267	","周口	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"82783224046540267	","2020-03-08 09:59:45	","花生活鲜花（岭铖花坊）	","8278322	","四平	","278.00	","278.00	","『如诗如画』19枝粉色康乃馨花束 三八妇女节礼物 送妈妈*数量1	","商家拒单；	",,,,,,,,
"82782671416530108	","2020-03-13 00:26:57	","花生活鲜花（时光对白花店）	","8278267	","周口	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"82783221079346474	","2020-03-08 10:30:08	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『鲜眉亮眼』33枝粉玫瑰搭配满天星花束 三八女神节礼物*数量1	","商家拒单；	",,,,,,,,
"80944331079346474	","2020-03-08 07:44:14	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"82783222073735011	","2020-03-08 10:53:15	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『给予温暖』19枝粉玫瑰搭配3朵向日葵配草混搭花束三八妇女节*数量1	","商家拒单；	",,,,,,,,
"80944332405081402	","2020-03-08 09:53:20	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"82783222405081402	","2020-03-08 12:10:53	","花生活鲜花（岭铖花坊）	","8278322	","四平	","178.00	","0.00	",,"用户催单；	",,,,,,,,
"80944331776304077	","2020-03-08 09:53:26	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","318.00	","0.00	",,"用户催单；	",,,,,,,,
"82783221776304077	","2020-03-08 12:26:46	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『给予温暖』19枝粉玫瑰搭配3朵向日葵配草混搭花束三八妇女节*数量1	","商家拒单；	",,,,,,,,
"80944333687109430	","2020-03-08 11:33:30	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"80944333216664489	","2020-03-08 12:05:21	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"80944330353174400	","2020-03-21 09:08:07	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","336.00	","0.00	",,"用户催单；	",,,,,,,,
"82783764046540267	","2020-03-08 09:19:49	","花生活鲜花（冬平花屋）	","8278376	","宁波	","246.00	","0.00	",,"用户催单；	",,,,,,,,
"82783761079346474	","2020-03-08 11:00:57	","花生活鲜花（冬平花屋）	","8278376	","宁波	","359.00	","0.00	",,"用户催单；	",,,,,,,,
"82783232882628743	","2020-03-07 22:16:09	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","158.00	","158.00	","『活动特惠』11只红玫瑰花束 花店推荐鲜花 送女友生日礼物*数量1	","商家拒单；	",,,,,,,,
"80719810188082545	","2020-03-08 09:32:47	","花生活鲜花（红豆情鲜花）	","8071981	","北京	","358.00	","0.00	",,"用户催单；	",,,,,,,,
"82783762073735011	","2020-03-08 14:23:55	","花生活鲜花（冬平花屋）	","8278376	","宁波	","217.00	","0.00	",,"用户催单；	",,,,,,,,
"82783231546403747	","2020-03-07 22:16:45	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82783232949176973	","2020-03-07 22:22:44	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82783760045538585	","2020-03-25 12:04:30	","花生活鲜花（冬平花屋）	","8278376	","宁波	","299.00	","299.00	","『花开并蒂』19枝蓝色妖姬礼盒情人节送女友送男友情人节*数量1	","商家超时未接单；	",,,,,,,,
"80719810251865799	","2020-03-08 11:54:50	","花生活鲜花（红豆情鲜花）	","8071981	","北京	","216.00	","216.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1	","商家拒单；	",,,,,,,,
"82783800353174400	","2020-03-21 00:15:28	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","35.00	","35.00	","韩式满天星小花束颜色随机 送男朋友 送女朋友 送闺蜜*数量1	","商家拒单；	",,,,,,,,
"80890122970212146	","2020-03-08 13:33:09	","花生活鲜花（三爷花店）	","8089012	","乌海	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"82783231079346474	","2020-03-08 10:22:48	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『初恋的味道』9枝粉玫瑰花搭配满天星花束送闺蜜生日花鲜花店*数量1	","商家拒单；	",,,,,,,,
"82783802695248334	","2020-03-22 06:51:33	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","35.00	","35.00	","韩式满天星小花束颜色随机 送男朋友 送女朋友 送闺蜜*数量1	","商家超时未接单；	",,,,,,,,
"80890120713009597	","2020-03-08 15:44:35	","花生活鲜花（三爷花店）	","8089012	","乌海	","629.00	","0.00	",,"用户催单；	",,,,,,,,
"82783801126386827	","2020-03-31 17:25:20	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","128.00	","128.00	","抖音网红漫天星小花束生日伴手礼 送手提袋*数量1	","商家超时未接单；	",,,,,,,,
"82783230085732698	","2020-03-28 14:54:17	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","170.00	","0.00	",,"用户催单；	",,,,,,,,
"80890120521979257	","2020-03-11 16:44:10	","花生活鲜花（三爷花店）	","8089012	","乌海	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"82783230793764473	","2020-04-01 01:01:19	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","368.00	","0.00	",,"用户催单；	",,,,,,,,
"80890121944367244	","2020-03-16 13:10:13	","花生活鲜花（三爷花店）	","8089012	","乌海	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"87556771126386827	","2020-03-31 11:42:01	","花开一束	","8755677	","湘西土家族苗族自治州	","278.00	","0.00	",,"用户催单；	",,,,,,,,
