订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题
"96413390597893318	","2020-08-24 23:48:05	","MINE FUN鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9641339	","杭州	","259.00	","259.00	","【粉色公主】11枝粉玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","缺货导致退款；	"
"97566352474991043	","2020-08-25 17:11:24	","小周鲜花屋·七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97623631069511785	","2020-08-25 13:44:52	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96413392386186755	","2020-08-25 01:56:52	","MINE FUN鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9641339	","杭州	","259.00	","259.00	","【花开相爱】11枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"97566352631357360	","2020-08-25 17:13:00	","小周鲜花屋·七夕节鲜花,表白鲜花	","9756635	","重庆	","279.00	","0.00	",,"用户催单；	"
"97623632529093535	","2020-08-25 14:01:41	","君之吻花坊	","9762363	","杭州	","359.00	","359.00	","【少年】11枝香槟玫瑰+7朵白百合鲜花花束*数量1	","商家拒单；	"
"96413412386186755	","2020-08-25 11:13:38	","伊人鲜花礼品鲜花店	","9641341	","白银	","259.00	","0.00	",,"用户催单；	"
"97566352274562704	","2020-08-25 17:57:39	","小周鲜花屋·七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97623633152492135	","2020-08-25 14:19:51	","君之吻花坊	","9762363	","杭州	","777.00	","0.00	",,"用户催单；	"
"97575990402766777	","2020-08-24 13:03:09	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","329.00	","329.00	","【巴黎春天】19枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家少送错送；	"
"96413411795091754	","2020-08-25 12:04:45	","伊人鲜花礼品鲜花店	","9641341	","白银	","259.00	","0.00	",,"用户催单；	"
"97623630428454022	","2020-08-25 14:38:03	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"97575993102964850	","2020-08-24 14:16:56	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","329.00	","0.00	",,"用户催单；	"
"96413413382704585	","2020-08-25 12:11:28	","伊人鲜花礼品鲜花店	","9641341	","白银	","259.00	","0.00	",,"用户催单；	"
"97623631165886577	","2020-08-25 15:15:18	","君之吻花坊	","9762363	","杭州	","349.00	","349.00	","【少年】11枝香槟玫瑰+7朵白百合鲜花花束*数量1	","商家拒单；用户催单；	"
"97575991037470912	","2020-08-24 17:02:49	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","299.00	","0.00	",,"用户催单；	"
"96413410026515543	","2020-08-25 14:52:10	","伊人鲜花礼品鲜花店	","9641341	","白银	","259.00	","0.00	",,"用户催单；	"
"97623630062270945	","2020-08-25 15:31:22	","君之吻花坊	","9762363	","杭州	","299.00	","299.00	","【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼*数量1	","商家拒单；	"
"96857503382704585	","2020-08-25 09:01:40	","花语花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9685750	","襄阳	","329.00	","0.00	",,"用户催单；	"
"96413413213192828	","2020-08-25 14:52:26	","伊人鲜花礼品鲜花店	","9641341	","白银	","329.00	","0.00	",,"用户催单；	"
"96413413982058332	","2020-08-25 15:10:45	","伊人鲜花礼品鲜花店	","9641341	","白银	","509.00	","0.00	",,"用户催单；	"
"96857500358768070	","2020-08-25 09:38:16	","花语花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9685750	","襄阳	","299.00	","299.00	","【初恋】33枝粉玫瑰白纱鲜花花束-七夕节表白鲜花*数量1	","用户催单；	"
"97575993982058332	","2020-08-25 08:59:00	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","509.00	","0.00	",,"用户催单；	"
"96413410372010069	","2020-08-25 16:10:58	","伊人鲜花礼品鲜花店	","9641341	","白银	","337.00	","0.00	",,"用户催单；	"
"96413410890902196	","2020-08-25 16:11:50	","伊人鲜花礼品鲜花店	","9641341	","白银	","517.00	","0.00	",,"用户催单；	"
"97575992718691708	","2020-08-25 09:15:10	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","379.00	","379.00	","【此生不换】19枝红玫瑰鲜花手提花篮*数量1	","用户催单；	"
"96857503982058332	","2020-08-25 13:02:29	","花语花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9685750	","襄阳	","259.00	","0.00	",,"用户催单；	"
"96413413774986605	","2020-08-25 16:24:35	","伊人鲜花礼品鲜花店	","9641341	","白银	","337.00	","0.00	",,"用户催单；	"
"96857502718691708	","2020-08-25 13:03:08	","花语花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9685750	","襄阳	","279.00	","0.00	",,"用户催单；	"
"97575992529093535	","2020-08-25 09:36:01	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","289.00	","0.00	",,"用户催单；	"
"96700021677285159	","2020-08-25 03:41:28	","情艺鲜花礼品鲜花店	","9670002	","株洲	","279.00	","0.00	",,"用户催单；	"
"97575991093934630	","2020-08-25 10:18:56	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","509.00	","0.00	",,"用户催单；	"
"96700021223213925	","2020-08-25 12:46:06	","情艺鲜花礼品鲜花店	","9670002	","株洲	","279.00	","0.00	",,"用户催单；	"
"96863563123430734	","2020-08-25 15:40:07	","小姐姐花店鲜花礼品鲜花店	","9686356	","株洲	","259.00	","0.00	",,"用户催单；	"
"97575994202385165	","2020-08-24 22:53:42	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","999.00	","999.00	","【拾童趣】99枝棒棒糖*数量1	","商家拒单；	"
"96700063982058332	","2020-08-25 16:03:57	","邂逅花店鲜花礼品鲜花店	","9670006	","淮安	","259.00	","0.00	",,"用户催单；	"
"97575992868991306	","2020-08-25 16:41:16	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","259.00	","0.00	",,"用户催单；	"
"96864020408368023	","2020-08-25 08:35:32	","花艺鲜花店	","9686402	","日照	","264.00	","264.00	","【怦然心动】11枝粉玫瑰鲜花网红礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96700062342655417	","2020-08-25 17:13:58	","邂逅花店鲜花礼品鲜花店	","9670006	","淮安	","509.00	","0.00	",,"用户催单；	"
"97575993403255763	","2020-08-25 17:08:45	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","509.00	","509.00	","【甜蜜约定】33枝红玫瑰黑纱鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"97575990408368023	","2020-08-25 00:44:11	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","259.00	","0.00	",,"用户催单；	"
"96700071269807160	","2020-08-24 08:57:25	","壹见钟情(七夕节预定,生日鲜花，表白鲜花)	","9670007	","镇江	","259.00	","0.00	",,"用户催单；	"
"97623632386186755	","2020-08-25 09:59:06	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"97575991795091754	","2020-08-25 06:54:42	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","259.00	","0.00	",,"用户催单；	"
"96700073470084206	","2020-08-25 08:44:05	","壹见钟情(七夕节预定,生日鲜花，表白鲜花)	","9670007	","镇江	","259.00	","0.00	",,"用户催单；	"
"96913251601381307	","2020-08-24 16:03:35	","一花一木鲜花礼品鲜花店	","9691325	","宜春	","329.00	","329.00	","【云淡风来】19枝香槟玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"97623633382704585	","2020-08-25 10:15:10	","君之吻花坊	","9762363	","杭州	","349.00	","0.00	",,"用户催单；	"
"97575993382704585	","2020-08-25 07:42:49	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","329.00	","0.00	",,"用户催单；	"
"96700091601381307	","2020-08-24 16:40:02	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","289.00	","289.00	","【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束*数量1	","商家超时未接单；	"
"97623632141837702	","2020-08-25 10:20:43	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96913634016847411	","2020-08-25 09:21:49	","馨悦花店鲜花店	","9691363	","重庆	","259.00	","0.00	",,"用户催单；	"
"96700091795091754	","2020-08-25 09:25:47	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","329.00	","0.00	",,"用户催单；	"
"97575990358768070	","2020-08-25 08:15:42	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","509.00	","0.00	",,"用户催单；	"
"96700092141837702	","2020-08-25 09:47:24	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","269.00	","0.00	",,"用户催单；	"
"97623630358768070	","2020-08-25 10:33:16	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96913633892506751	","2020-08-25 09:25:20	","馨悦花店鲜花店	","9691363	","重庆	","329.00	","0.00	",,"用户催单；	"
"97575991294596594	","2020-08-25 08:55:40	","锦上添花·七夕节鲜花,表白鲜花	","9757599	","巴中	","259.00	","0.00	",,"用户催单；	"
"96093762386186755	","2020-08-25 13:57:23	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","259.00	","0.00	",,"用户催单；	"
"97623631223213925	","2020-08-25 10:37:57	","君之吻花坊	","9762363	","杭州	","279.00	","279.00	","【往后余生】3枝向日葵加百合鲜花礼盒*数量1	","用户催单；	"
"96949950408368023	","2020-08-25 06:53:14	","馨梦鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9694995	","长春	","259.00	","259.00	","【怦然心动】11枝红玫瑰鲜花网红礼盒-七夕节表白鲜花*数量1	","缺货导致退款；	"
"96093761677285159	","2020-08-25 15:49:46	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","259.00	","0.00	",,"用户催单；	"
"97098442141837702	","2020-08-25 08:52:02	","斌华鲜花美妆店(七夕节预定,生日鲜花，表白鲜花)	","9709844	","哈尔滨	","509.00	","0.00	",,"用户催单；	"
"96093763382704585	","2020-08-25 16:01:51	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","269.00	","269.00	","【一吻之间】11枝红玫瑰鲜花花束*数量1	","缺货导致退款；	"
"96949952386186755	","2020-08-25 09:25:27	","馨梦鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9694995	","长春	","359.00	","359.00	","【满满爱意】19枝红玫瑰鲜花手提花篮*数量1	","商家超时未接单；	"
"96700140428454022	","2020-08-25 18:06:50	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","509.00	","509.00	","【怦然心动】33枝红玫瑰黑纱鲜花花束*数量1	","商家拒单；	"
"96093761300204059	","2020-08-25 16:11:37	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","509.00	","509.00	","【余生都是你】33枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"97098452620144691	","2020-08-24 22:14:57	","百艳花居	","9709845	","张家口	","329.00	","329.00	","【独宠伊人】19枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"96093760358768070	","2020-08-25 16:20:28	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","509.00	","509.00	","【甜蜜约定】33枝红玫瑰黑纱鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96949950358768070	","2020-08-25 11:32:02	","馨梦鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9694995	","长春	","259.00	","259.00	","【春风十里】11枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96700143266318408	","2020-08-25 21:22:53	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","259.00	","【花开相爱】11枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"97180690408368023	","2020-08-25 10:11:05	","初见花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9718069	","贵阳	","259.00	","0.00	",,"用户催单；	"
"96093761223213925	","2020-08-25 16:51:15	","天长地久鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609376	","云浮	","259.00	","259.00	","【幸福时光】11枝粉玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96998793213192828	","2020-08-25 09:36:06	","雨桐鲜花	","9699879	","潍坊	","259.00	","0.00	",,"用户催单；	"
"96702303049752078	","2020-08-24 15:11:08	","芳源鲜花礼品鲜花店	","9670230	","太原	","349.00	","349.00	","【代写贺卡】卡片随机 下单备注贺卡内容即可 单拍不送*数量1 + 【如梦】19枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"97180693470084206	","2020-08-25 11:11:36	","初见花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9718069	","贵阳	","259.00	","0.00	",,"用户催单；	"
"96147343892506751	","2020-08-25 16:36:20	","永恒花艺生活馆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9614734	","常德	","279.00	","279.00	","【青春不悔】19枝香槟玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"96998792529093535	","2020-08-25 11:57:12	","雨桐鲜花	","9699879	","潍坊	","259.00	","0.00	",,"用户催单；	"
"96736930408368023	","2020-08-25 08:31:42	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","279.00	","0.00	",,"用户催单；	"
"97180692386186755	","2020-08-25 18:01:14	","初见花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9718069	","贵阳	","379.00	","379.00	","【绘梦】19枝粉百合鲜花花束毕业季花礼*数量1	","缺货导致退款；	"
"96147340026515543	","2020-08-25 16:47:44	","永恒花艺生活馆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9614734	","常德	","299.00	","299.00	","【清新海歌】11枝香槟玫瑰鲜花花束-七夕节表白鲜花*数量1 + 【许愿灯】点亮人生  单拍不送*数量1	","商家拒单；	"
"96736933470084206	","2020-08-25 09:43:34	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","344.00	","344.00	","【卿本佳人】19枝粉玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"96998793152492135	","2020-08-25 12:09:43	","雨桐鲜花	","9699879	","潍坊	","259.00	","0.00	",,"用户催单；	"
"97367070408368023	","2020-08-25 09:04:11	","心语鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9736707	","秦皇岛	","379.00	","379.00	","【满满爱意】19枝红玫瑰鲜花手提花篮*数量1 + 【许愿灯】点亮人生  单拍不送*数量1	","商家拒单；	"
"96147343213192828	","2020-08-25 21:21:24	","永恒花艺生活馆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9614734	","常德	","269.00	","269.00	","【幸福时光】11枝粉玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96998790428454022	","2020-08-25 12:15:41	","雨桐鲜花	","9699879	","潍坊	","259.00	","0.00	",,"用户催单；	"
"96736931795091754	","2020-08-25 10:12:23	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","274.00	","274.00	","【浪漫宣言】11枝红玫瑰+2只小熊鲜花礼盒*数量1	","商家拒单；	"
"97378603213192828	","2020-08-25 17:15:50	","兰心阁花坊·七夕节鲜花,表白鲜花	","9737860	","徐州	","259.00	","259.00	","【四块五的妞】11枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"96221803968253920	","2020-08-25 09:52:23	","花间密码鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9622180	","太原	","259.00	","0.00	",,"用户催单；	"
"96736931677285159	","2020-08-25 10:44:47	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","274.00	","274.00	","【浪漫宣言】11枝红玫瑰+2只小熊鲜花礼盒*数量1	","商家拒单；	"
"96998791165886577	","2020-08-25 12:31:57	","雨桐鲜花	","9699879	","潍坊	","329.00	","0.00	",,"用户催单；	"
"97378602718691708	","2020-08-25 19:48:35	","兰心阁花坊·七夕节鲜花,表白鲜花	","9737860	","徐州	","259.00	","259.00	","【一吻之间】11枝红玫瑰鲜花花束*数量1	","商家拒单；	"
"96221803898028505	","2020-08-25 15:10:06	","花间密码鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9622180	","太原	","259.00	","0.00	",,"用户催单；	"
"96998790062270945	","2020-08-25 12:52:00	","雨桐鲜花	","9699879	","潍坊	","509.00	","0.00	",,"用户催单；	"
"96736933382704585	","2020-08-25 12:55:28	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","524.00	","524.00	","【初识你名】33枝粉玫瑰鲜花花束*数量1	","商家拒单；	"
"97378603123430734	","2020-08-25 22:36:37	","兰心阁花坊·七夕节鲜花,表白鲜花	","9737860	","徐州	","259.00	","259.00	","【四块五的妞】11枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"96736934016847411	","2020-08-25 20:02:37	","颜汇永丰鲜花(七夕节预定,生日鲜花，表白鲜花)	","9673693	","天津	","289.00	","0.00	",,"用户催单；	"
"96998792274562704	","2020-08-25 13:58:49	","雨桐鲜花	","9699879	","潍坊	","259.00	","0.00	",,"用户催单；	"
"96221803209462032	","2020-08-25 16:49:38	","花间密码鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9622180	","太原	","269.00	","0.00	",,"用户催单；	"
"97474663470084206	","2020-08-25 08:36:45	","遇见花艺	","9747466	","青岛	","259.00	","259.00	","【春风十里】11枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"96998791942759482	","2020-08-25 19:58:07	","雨桐鲜花	","9699879	","潍坊	","409.00	","0.00	",,"用户催单；	"
"96799311300204059	","2020-08-25 11:43:39	","红玫瑰鲜花礼品鲜花店	","9679931	","南京	","289.00	","0.00	",,"用户催单；	"
"96083142141837702	","2020-08-25 08:22:41	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","329.00	","0.00	",,"用户催单；	"
"97551571223213925	","2020-08-25 15:56:10	","伊人花艺·七夕节鲜花,表白鲜花	","9755157	","北京	","259.00	","0.00	",,"用户催单；	"
"96799313892506751	","2020-08-25 13:02:29	","红玫瑰鲜花礼品鲜花店	","9679931	","南京	","599.00	","0.00	",,"用户催单；	"
"97098440408368023	","2020-08-25 01:00:12	","斌华鲜花美妆店(七夕节预定,生日鲜花，表白鲜花)	","9709844	","哈尔滨	","329.00	","0.00	",,"用户催单；	"
"96083143892506751	","2020-08-25 09:14:27	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","269.00	","0.00	",,"用户催单；	"
"97551570026515543	","2020-08-25 16:39:21	","伊人花艺·七夕节鲜花,表白鲜花	","9755157	","北京	","379.00	","0.00	",,"用户催单；	"
"96799310372010069	","2020-08-25 16:33:57	","红玫瑰鲜花礼品鲜花店	","9679931	","南京	","289.00	","0.00	",,"用户催单；	"
"96083143213192828	","2020-08-25 09:51:32	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","259.00	","0.00	",,"用户催单；	"
"96083142342655417	","2020-08-25 11:36:16	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","259.00	","0.00	",,"用户催单；	"
"96083143605089781	","2020-08-25 12:03:11	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","259.00	","0.00	",,"用户催单；	"
"96083143774986605	","2020-08-25 12:20:31	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","269.00	","0.00	",,"用户催单；	"
"96083140678856768	","2020-08-25 15:49:46	","花王花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9608314	","武威	","259.00	","0.00	",,"用户催单；	"
"96093751677285159	","2020-08-25 11:32:45	","陌上花开鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609375	","宁德	","279.00	","0.00	",,"用户催单；	"
"96093753892506751	","2020-08-25 12:35:21	","陌上花开鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609375	","宁德	","279.00	","0.00	",,"用户催单；	"
"96093750026515543	","2020-08-25 13:00:34	","陌上花开鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609375	","宁德	","279.00	","0.00	",,"用户催单；	"
"96093753213192828	","2020-08-25 14:52:09	","陌上花开鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9609375	","宁德	","264.00	","0.00	",,"用户催单；	"
