,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
231,2,7634499,花生活鲜花（鲜花绿植）,鲜花组,北京市,北京,否,20190903,在线,3,3.3,2727,43,1,0,0,1,1.58,2.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
356,4,8472854,简爱花舍,鲜花组,上海市,上海,否,20200121,在线,7,7.4,2715,27,3,1,1,2,0.99,11.11,0.3333333333333333,0.6666666666666666,508.0,295.0,252.0,169.33333333333334,98.33333333333333,1
210,1,7475291,花生活鲜花（御花园）,鲜花组,贵州省,遵义,否,20190717,在线,10,10.9,2714,34,1,0,0,1,1.25,2.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
214,2,7514887,花生活鲜花（平价鲜花坊）,鲜花组,贵州省,安顺,否,20190725,在线,0,0.0,2711,27,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
368,1,8471425,花生活鲜花（浓淋香花艺）,鲜花组,广西壮族自治区,南宁,否,20200120,在线,14,14.8,2701,10,0,0,0,0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
287,4,8207115,花生活鲜花（暖花艺鲜花店）,鲜花组,山东省,德州,否,20191219,在线,0,0.0,2701,18,0,0,0,0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,3,772683,花生活鲜花（杏福花店）,鲜花组,福建省,厦门,否,20160329,在线,18,18.0,2698,103,4,3,3,1,3.82,3.88,0.75,0.25,704.0,321.0,383.0,176.0,80.25,1
53,1,4464626,花生活鲜花（雪莲花艺）,鲜花组,北京市,北京,否,20180422,在线,15,15.1,2683,65,4,2,1,3,2.42,6.15,0.25,0.75,381.0,173.0,286.0,95.25,43.25,1
228,2,7545494,花生活鲜花（柒色花艺馆）,鲜花组,广西壮族自治区,柳州,否,20190730,在线,0,0.9,2676,55,4,5,4,0,2.06,7.27,1.0,0.0,2118.0,1012.0,1301.0,529.5,253.0,1
245,3,7672411,花生活鲜花（錵艺轩）,鲜花组,浙江省,杭州,否,20190821,在线,0,0.0,2674,6,0,0,0,0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
313,4,8278384,花生活鲜花（美俪汇花艺）,鲜花组,重庆市,重庆,否,20191220,在线,0,0.0,2667,89,0,0,0,0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
364,3,8472855,花生活鲜花（花宴鲜花店）,鲜花组,广东省,茂名,否,20200121,在线,23,23.8,2659,141,3,3,2,1,5.3,2.13,0.6666666666666666,0.3333333333333333,710.0,396.0,431.0,236.66666666666666,132.0,1
358,3,8471195,花生活鲜花（满千缘插花花艺）,鲜花组,广东省,珠海,否,20200208,在线,13,13.0,2656,58,2,2,1,1,2.18,3.45,0.5,0.5,464.0,214.0,318.0,232.0,107.0,1
26,3,2880558,花生活鲜花（创意花坊）,鲜花组,安徽省,合肥,否,20170712,在线,22,22.0,2647,73,3,3,3,0,2.76,4.11,1.0,0.0,1053.0,471.0,699.0,351.0,157.0,1
5,3,783170,花生活鲜花（香香花店）,鲜花组,福建省,厦门,否,20160328,在线,24,24.0,2641,66,2,2,2,0,2.5,3.03,1.0,0.0,444.0,211.0,311.0,222.0,105.5,1
253,3,7743129,花生活鲜花（土土花店婚庆）,鲜花组,浙江省,绍兴,否,20190904,在线,24,24.0,2640,85,0,0,0,0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
346,1,8357593,花生活鲜花（花源花卉）,鲜花组,云南省,昆明,否,20191220,在线,18,18.1,2630,38,0,0,0,0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,2,6773713,花生活鲜花（哈尔滨鲜花批发）,鲜花组,黑龙江省,哈尔滨,否,20190409,在线,2,2.0,2605,31,1,0,0,1,1.19,3.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
150,3,7166112,花生活鲜花（蒂留香花艺）,鲜花组,安徽省,六安,否,20190610,在线,24,24.0,2594,28,0,0,0,0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197,2,7475288,花生活鲜花（幸福之花）,鲜花组,陕西省,西安,否,20190718,在线,0,0.0,2592,3,0,0,0,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,1,3882102,如意花艺（乐从店）,鲜花组,广东省,佛山,否,20180601,在线,14,13.0,2588,15,0,0,0,0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188,1,7349060,花生活鲜花（饰美鲜花）,鲜花组,天津市,天津,否,20190724,在线,17,17.5,2582,32,0,0,0,0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,4,1971869,花生活鲜花（嘿花哨花艺）,鲜花组,贵州省,遵义,否,20170116,在线,24,24.0,2564,31,2,2,2,0,1.21,6.45,1.0,0.0,336.0,150.0,264.0,168.0,75.0,1
163,1,7196730,友缘鲜花,鲜花组,云南省,曲靖,否,20190614,在线,13,12.5,2562,15,0,0,0,0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,1,2068451,花生活鲜花（花语人生）,鲜花组,福建省,厦门,否,20170224,在线,8,8.3,2560,28,0,0,0,0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400,4,8803762,芳君花艺,鲜花组,黑龙江省,牡丹江,否,20200402,在线,4,4.3,2546,66,2,1,1,1,2.59,3.03,0.5,0.5,199.0,176.0,62.0,99.5,88.0,1
304,2,8258612,初心花坊,鲜花组,山东省,菏泽,否,20191206,在线,0,0.0,2546,12,0,0,0,0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174,3,7317971,花生活鲜花（如意花坊银川店店）,鲜花组,宁夏回族自治区,银川,否,20190708,在线,14,13.5,2535,67,3,2,2,1,2.64,4.48,0.6666666666666666,0.3333333333333333,874.0,311.0,641.0,291.3333333333333,103.66666666666667,1
170,4,7311299,花生活鲜花（筱月鲜花店）,鲜花组,安徽省,合肥,否,20190624,在线,24,24.0,2531,48,2,1,1,1,1.9,4.17,0.5,0.5,258.0,136.0,156.0,129.0,68.0,1
365,1,8442887,花之缘鲜花屋,鲜花组,云南省,昆明,否,20200120,在线,15,14.9,2518,25,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,4,7545490,花生活鲜花（尚品花艺）,鲜花组,湖南省,郴州,否,20190801,在线,0,0.0,2484,54,0,0,0,0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
315,1,8253592,花生活鲜花（藝雅鲜花店）,鲜花组,上海市,上海,否,20191205,在线,17,16.9,2460,42,1,0,0,1,1.71,2.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
321,3,8278456,花生活鲜花（知忆花舍）,鲜花组,山东省,淄博,否,20191211,在线,24,24.0,2457,27,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128,3,6952198,花生活鲜花（韦爵爷花店）,鲜花组,湖北省,武汉,否,20190701,在线,0,0.0,2449,4,0,0,0,0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
88,4,6533841,花生活鲜花（花花世界兴庆区店）,鲜花组,宁夏回族自治区,银川,否,20190130,在线,0,0.0,2429,11,0,0,0,0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192,2,7398752,花生活鲜花（花间鲜花）,鲜花组,上海市,上海,否,20190723,在线,0,0.0,2421,13,0,0,0,0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
234,4,7642070,花生活鲜花（麦子花艺馆）,鲜花组,安徽省,合肥,否,20190817,在线,24,24.0,2418,16,0,0,0,0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
276,1,7934066,花生活鲜花（艾米拉花店）,鲜花组,四川省,泸州,否,20191126,在线,24,24.0,2417,21,1,0,0,1,0.87,4.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
282,2,8094434,花生活鲜花（浩美鲜花礼品）,鲜花组,山西省,吕梁,否,20191123,在线,4,4.7,2416,16,0,0,0,0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
243,3,7642076,花生活鲜花（百艳鲜花）,鲜花组,山东省,威海,否,20190816,在线,11,10.5,2415,77,3,2,2,1,3.19,3.9,0.6666666666666666,0.3333333333333333,640.0,201.0,517.0,213.33333333333334,67.0,1
210,3,7514879,花生活鲜花（艺轩鲜花）,鲜花组,福建省,泉州,否,20190802,在线,24,24.0,2413,53,3,3,3,0,2.2,5.66,1.0,0.0,1271.0,725.0,663.0,423.6666666666667,241.66666666666666,1
19,1,2174771,花生活鲜花（九零花坊）,鲜花组,上海市,上海,否,20170324,在线,18,18.1,2408,59,4,3,2,2,2.45,6.78,0.5,0.5,1060.0,536.0,641.0,265.0,134.0,1
163,2,7264470,花生活鲜花（栖梧花店）,鲜花组,福建省,厦门,否,20190612,在线,19,19.5,2382,31,1,1,1,0,1.3,3.23,1.0,0.0,245.0,156.0,128.0,245.0,156.0,1
233,3,7634499,花生活鲜花（鲜花绿植）,鲜花组,北京市,北京,否,20190903,在线,11,11.9,2373,41,1,1,1,0,1.73,2.44,1.0,0.0,256.0,95.0,195.0,256.0,95.0,1
394,3,8755681,七彩鲜花婚庆,鲜花组,浙江省,金华,否,20200324,在线,15,15.2,2360,28,0,0,0,0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147,2,7166110,花生活鲜花（花香鲜花店）,鲜花组,四川省,泸州,否,20190623,在线,4,4.5,2354,26,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302,2,8258610,花生活鲜花（尚艺空间花艺）,鲜花组,云南省,昆明,否,20191205,在线,5,5.8,2342,8,0,0,0,0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,4,833749,花生活鲜花（卉轩鲜花礼品店）,鲜花组,宁夏回族自治区,银川,否,20190801,在线,0,0.0,2342,16,0,0,0,0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
382,3,8709974,温情花艺工作室,鲜花组,江苏省,南京,否,20200317,在线,21,21.4,2339,37,3,3,3,0,1.58,8.11,1.0,0.0,288.0,87.0,201.0,96.0,29.0,1
21,4,2482113,花生活鲜花（玫瑰坊）,鲜花组,江苏省,镇江,否,20170515,在线,0,0.0,2325,12,0,0,0,0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147,4,7166112,花生活鲜花（蒂留香花艺）,鲜花组,安徽省,六安,否,20190610,在线,24,24.0,2319,30,0,0,0,0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,4,2174771,花生活鲜花（九零花坊）,鲜花组,上海市,上海,否,20170324,在线,23,23.0,2284,57,3,2,2,1,2.5,5.26,0.6666666666666666,0.3333333333333333,583.0,251.0,400.0,194.33333333333334,83.66666666666667,1
436,4,8958031,香阁丽娜,鲜花组,贵州省,遵义,否,20200423,在线,13,13.1,2284,86,3,2,2,1,3.77,3.49,0.6666666666666666,0.3333333333333333,730.0,585.0,223.0,243.33333333333334,195.0,1
435,4,8958030,不忘初心花艺,鲜花组,浙江省,金华,否,20200423,在线,16,15.9,2278,60,4,4,4,0,2.63,6.67,1.0,0.0,826.0,362.0,620.0,206.5,90.5,1
94,2,6626527,花生活鲜花（博雅鲜花店）,鲜花组,甘肃省,兰州,否,20190310,在线,0,0.1,2275,7,0,0,0,0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
320,3,8278455,花生活鲜花（启美花卉）,鲜花组,云南省,昆明,否,20191220,在线,9,9.5,2270,31,2,2,2,0,1.37,6.45,1.0,0.0,388.0,172.0,294.0,194.0,86.0,1
330,1,8278376,花生活鲜花（冬平花屋）,鲜花组,浙江省,宁波,否,20191219,在线,24,24.0,2268,65,0,0,0,0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,1,6609908,花生活鲜花（唯爱花店）,鲜花组,安徽省,合肥,否,20190405,在线,18,18.5,2267,38,0,0,0,0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39,3,3713872,花生活鲜花（泽凤花店）,鲜花组,安徽省,合肥,否,20171115,在线,16,16.1,2263,34,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
393,3,8755680,馨语鲜花,鲜花组,黑龙江省,鹤岗,否,20200325,在线,13,13.5,2249,33,0,0,0,0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,3,7207847,花生活鲜花（花匠花艺）,鲜花组,福建省,泉州,否,20190708,在线,24,24.0,2236,54,2,2,2,0,2.42,3.7,1.0,0.0,426.0,188.0,316.0,213.0,94.0,1
216,1,7475299,花生活鲜花（宇欣花店）,鲜花组,安徽省,合肥,否,20190724,在线,8,8.1,2231,31,1,1,0,1,1.39,3.23,0.0,1.0,275.0,17.01,257.99,275.0,17.01,1
353,1,8435952,花生活鲜花（重庆四季花坊）,鲜花组,重庆市,重庆,否,20200110,在线,8,8.1,2213,50,11,13,10,1,2.26,22.0,0.9090909090909091,0.09090909090909091,15790.0,1090.46,14972.54,1435.4545454545455,99.13272727272728,1
102,2,6773715,花生活鲜花（花城花艺）,鲜花组,河北省,廊坊,否,20190330,在线,1,1.0,2211,50,0,0,0,0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303,2,8258611,花生活鲜花（旺达鲜花店）,鲜花组,广东省,中山,否,20191224,在线,5,5.8,2201,31,2,2,2,0,1.41,6.45,1.0,0.0,517.0,185.0,371.0,258.5,92.5,1
108,3,6773725,花生活鲜花（荣浩千寻花艺）,鲜花组,陕西省,西安,否,20190426,在线,0,0.0,2191,8,0,0,0,0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,3,3072588,花生活鲜花（如意鲜花）,鲜花组,贵州省,遵义,否,20170809,在线,5,5.5,2177,20,2,2,2,0,0.92,10.0,1.0,0.0,490.0,202.0,366.0,245.0,101.0,1
115,2,6774085,花开有时,鲜花组,新疆维吾尔自治区,乌鲁木齐,否,20190329,在线,0,0.0,2166,17,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
329,3,8357579,花生活鲜花（花心思鲜花店北海店）,鲜花组,广西壮族自治区,北海,否,20191220,在线,22,22.0,2160,31,1,1,1,0,1.44,3.23,1.0,0.0,279.0,136.0,182.0,279.0,136.0,1
73,1,5762294,花生活鲜花（厦门陌上花开）,鲜花组,福建省,厦门,否,20180913,在线,16,15.8,2149,95,7,7,7,0,4.42,7.37,1.0,0.0,4763.0,1152.09,3883.91,680.4285714285714,164.5842857142857,1
83,4,6390095,花生活鲜花（倾城鲜花）,鲜花组,湖北省,襄阳,否,20181227,在线,0,0.0,2083,7,0,0,0,0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
342,1,8357579,花生活鲜花（花心思鲜花店北海店）,鲜花组,广西壮族自治区,北海,否,20191220,在线,15,15.4,2061,57,9,8,7,2,2.77,15.79,0.7777777777777778,0.2222222222222222,10461.0,944.28,9703.72,1162.3333333333333,104.92,1
217,4,7514892,花生活鲜花（花缘轩）,鲜花组,福建省,厦门,否,20190727,在线,5,5.9,2033,22,1,1,1,0,1.08,4.55,1.0,0.0,158.0,80.0,112.0,158.0,80.0,1
322,3,8278457,花生活鲜花（花痴花坊）,鲜花组,上海市,上海,否,20191209,在线,24,24.0,2032,54,8,7,7,1,2.66,14.81,0.875,0.125,1969.0,1397.0,845.0,246.125,174.625,1
361,4,8488488,心怡花坊,鲜花组,贵州省,贵阳,否,20200211,下线,17,16.8,2032,12,0,0,0,0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
328,4,8358888,花生活鲜花（圣格花艺）,鲜花组,辽宁省,沈阳,否,20191220,在线,0,0.0,2030,6,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
127,2,6952198,花生活鲜花（韦爵爷花店）,鲜花组,湖北省,武汉,否,20190701,在线,0,0.0,2029,1,0,0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
108,2,6773727,花生活鲜花（水滴鲜花花艺）,鲜花组,山西省,太原,否,20190510,在线,0,0.4,2007,14,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
318,1,8258611,花生活鲜花（旺达鲜花店）,鲜花组,广东省,中山,否,20191224,在线,11,11.5,2002,39,0,0,0,0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,3,6773720,花生活鲜花（花灵珑鲜花）,鲜花组,江苏省,镇江,否,20190404,在线,18,18.2,2001,19,0,0,0,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
155,2,7207842,花生活鲜花（兰草缘花坊鲜花）,鲜花组,安徽省,合肥,否,20190619,在线,0,0.0,1989,12,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
166,2,7264476,花生活鲜花（花芝鲜花馆）,鲜花组,广东省,湛江,否,20190612,在线,0,0.0,1989,23,0,0,0,0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103,3,6773715,花生活鲜花（花城花艺）,鲜花组,河北省,廊坊,否,20190330,在线,5,5.1,1970,39,2,1,0,2,1.98,5.13,0.0,1.0,120.0,40.0,119.0,60.0,20.0,1
405,4,8818185,木棉花花艺,鲜花组,重庆市,重庆,否,20200402,在线,14,14.2,1965,150,24,25,23,1,7.63,16.0,0.9583333333333334,0.041666666666666664,3971.4,1734.4,2968.0,165.475,72.26666666666667,1
333,1,8278455,花生活鲜花（启美花卉）,鲜花组,云南省,昆明,否,20191220,在线,9,9.4,1946,26,0,0,0,0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
352,3,8442887,花之缘鲜花屋,鲜花组,云南省,昆明,否,20200120,在线,14,14.9,1939,50,2,2,2,0,2.58,4.0,1.0,0.0,332.0,144.0,227.0,166.0,72.0,1
375,3,8588170,天天鲜花,鲜花组,广东省,东莞,否,20200307,在线,15,15.0,1933,88,1,0,0,1,4.55,1.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
53,4,5056286,花生活鲜花（撒罗米园艺）,鲜花组,浙江省,杭州,否,20180530,在线,0,0.0,1932,9,0,0,0,0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,3,5121244,花生活鲜花（贡贡鲜花坊）,鲜花组,福建省,厦门,否,20180604,在线,8,8.6,1915,43,2,2,2,0,2.25,4.65,1.0,0.0,740.0,328.0,490.0,370.0,164.0,1
434,4,8958029,花友鲜花,鲜花组,河南省,开封,否,20200423,在线,14,14.0,1907,24,0,0,0,0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
141,4,7088807,韦爵爷生活花艺馆,鲜花组,黑龙江省,哈尔滨,否,20190517,在线,22,22.7,1907,39,1,1,1,0,2.05,2.56,1.0,0.0,208.0,68.0,140.0,208.0,68.0,1
352,2,8471191,幸福里花艺,鲜花组,江苏省,苏州,否,20200211,在线,1,2.1,1898,47,2,0,0,2,2.48,4.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
290,2,8207115,花生活鲜花（暖花艺鲜花店）,鲜花组,山东省,德州,否,20191219,在线,4,4.5,1886,14,0,0,0,0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
366,1,8471193,花生活鲜花（玫瑰小镇）,鲜花组,广西壮族自治区,桂林,否,20200120,在线,6,6.8,1885,13,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
228,3,7545490,花生活鲜花（尚品花艺）,鲜花组,湖南省,郴州,否,20190801,在线,0,0.0,1868,29,0,0,0,0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309,3,8278262,花生活鲜花（拾秋花店）,鲜花组,安徽省,合肥,否,20191205,在线,20,20.6,1864,25,3,3,1,2,1.34,12.0,0.3333333333333333,0.6666666666666666,735.0,294.0,558.0,245.0,98.0,1
433,4,8958028,时尚花店,鲜花组,甘肃省,武威,否,20200423,在线,14,14.0,1862,34,2,1,1,1,1.83,5.88,0.5,0.5,128.0,65.0,92.0,64.0,32.5,1
240,4,7672370,花生活鲜花（麦花阁鲜花）,鲜花组,浙江省,杭州,否,20190828,在线,17,16.5,1846,73,5,5,5,0,3.95,6.85,1.0,0.0,1051.0,442.0,752.0,210.2,88.4,1
302,1,8207111,花生活鲜花（有家花店）,鲜花组,贵州省,遵义,否,20191129,在线,11,11.2,1846,56,2,1,1,1,3.03,3.57,0.5,0.5,269.0,115.0,193.0,134.5,57.5,1
206,4,7514879,花生活鲜花（艺轩鲜花）,鲜花组,福建省,泉州,否,20190802,在线,24,24.0,1839,29,2,2,2,0,1.58,6.9,1.0,0.0,490.0,207.0,361.0,245.0,103.5,1
295,4,8250906,花生活鲜花（薇花坊鲜花店）,鲜花组,天津市,天津,否,20191205,在线,0,0.0,1837,6,0,0,0,0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,4,5860472,花生活鲜花（六月花坊）,鲜花组,浙江省,金华,否,20180921,在线,9,9.6,1819,41,2,0,0,2,2.25,4.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
297,2,8250905,花生活鲜花（FLOWER鲜花）,鲜花组,山东省,济宁,否,20191224,在线,4,4.7,1814,28,0,0,0,0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
418,4,8865561,清原鲜花批发,鲜花组,河南省,洛阳,否,20200409,在线,14,14.3,1808,34,0,0,0,0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54,4,5121244,花生活鲜花（贡贡鲜花坊）,鲜花组,福建省,厦门,否,20180604,在线,2,2.1,1800,9,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
449,4,8983877,花管家鲜花批发,鲜花组,新疆维吾尔自治区,伊犁哈萨克自治州,否,20200428,在线,15,14.9,1799,64,2,2,2,0,3.56,3.13,1.0,0.0,1106.0,710.0,474.0,553.0,355.0,1
252,3,7743128,花生活鲜花（流星花园）,鲜花组,贵州省,贵阳,否,20190905,在线,16,16.5,1781,51,1,1,1,0,2.86,1.96,1.0,0.0,256.0,105.0,190.0,256.0,105.0,1
244,2,7672416,花生活鲜花（花样年华）,鲜花组,广东省,中山,否,20190828,在线,0,0.0,1770,5,0,0,0,0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
438,4,8958034,一心花社,鲜花组,广东省,惠州,否,20200423,在线,14,14.0,1768,27,1,0,0,1,1.53,3.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
87,4,6532043,花生活鲜花（东方花艺）,鲜花组,广西壮族自治区,柳州,否,20190125,下线,0,0.0,1755,7,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299,3,8250905,花生活鲜花（FLOWER鲜花）,鲜花组,山东省,济宁,否,20191224,在线,0,0.0,1753,10,0,0,0,0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,1,5054488,花生活鲜花（华粤鲜花馆）,鲜花组,福建省,厦门,否,20180601,在线,13,13.5,1744,25,1,0,0,1,1.43,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
74,2,6026797,白爵至尊婚庆公司,鲜花组,云南省,昆明,否,20181222,在线,10,10.8,1738,13,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121,2,6882162,花生活鲜花（七里香花艺）,鲜花组,四川省,遂宁,否,20190418,在线,0,0.0,1724,16,0,0,0,0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
329,2,8357588,花生活鲜花（艺朵花艺）,鲜花组,浙江省,嘉兴,否,20191220,在线,8,8.7,1724,37,1,0,0,1,2.15,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
203,4,7475299,花生活鲜花（宇欣花店）,鲜花组,安徽省,合肥,否,20190724,在线,17,16.2,1723,10,0,0,0,0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
450,4,8983878,鹿角花坊,鲜花组,江西省,宜春,否,20200427,在线,13,13.2,1703,57,0,0,0,0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
354,4,8471425,花生活鲜花（浓淋香花艺）,鲜花组,广西壮族自治区,南宁,否,20200120,在线,0,0.0,1702,5,0,0,0,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
311,3,8278268,花生活鲜花（慧宇花屋）,鲜花组,天津市,天津,否,20200120,在线,8,9.0,1701,34,2,2,2,0,2.0,5.88,1.0,0.0,328.0,133.0,273.0,164.0,66.5,1
317,3,8278376,花生活鲜花（冬平花屋）,鲜花组,浙江省,宁波,否,20191219,在线,24,24.0,1701,64,5,4,4,1,3.76,7.81,0.8,0.2,1079.0,501.0,734.0,215.8,100.2,1
92,4,6588555,花生活鲜花（梅婷花店）,鲜花组,福建省,厦门,否,20190305,在线,5,5.9,1700,14,0,0,0,0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
293,2,8207120,花生活鲜花（馨之园鲜花店）,鲜花组,云南省,昆明,否,20191126,在线,0,0.0,1698,4,0,0,0,0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147,3,7160078,花生活鲜花（绿家园艺）,鲜花组,福建省,厦门,否,20190530,在线,24,24.0,1684,34,1,0,0,1,2.02,2.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
238,3,7642070,花生活鲜花（麦子花艺馆）,鲜花组,安徽省,合肥,否,20190817,在线,18,18.9,1662,18,0,0,0,0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
372,3,8492060,绿洲花店,鲜花组,吉林省,延边朝鲜族自治州,否,20200211,在线,0,0.0,1644,26,0,0,0,0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
289,3,8207111,花生活鲜花（有家花店）,鲜花组,贵州省,遵义,否,20191129,在线,11,11.0,1641,58,2,1,1,1,3.53,3.45,0.5,0.5,246.0,96.0,189.0,123.0,48.0,1
432,4,8958027,芙蓉仙花店,鲜花组,福建省,厦门,否,20200424,在线,13,13.6,1634,45,9,7,7,2,2.75,20.0,0.7777777777777778,0.2222222222222222,1146.0,540.0,864.0,127.33333333333333,60.0,1
287,1,7994670,花生活鲜花（机缘花艺）,鲜花组,上海市,上海,否,20191209,在线,0,0.0,1623,17,0,0,0,0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
149,4,7166115,花生活鲜花（彩阳花艺）,鲜花组,内蒙古自治区,巴彦淖尔,否,20190611,下线,0,0.0,1622,13,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
246,3,7672416,花生活鲜花（花样年华）,鲜花组,广东省,中山,否,20190828,在线,0,0.0,1600,13,0,0,0,0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
