,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
174,1,7264474,花生活鲜花（密语花坊）,鲜花组,上海市,上海,否,20190613,在线,24,24.0,7167,95,1,1,1,0,1.33,1.05,1.0,0.0,627.0,118.01,547.99,627.0,118.01,2
1,2,642989,花生活鲜花（春季花艺）,鲜花组,安徽省,合肥,否,20151223,在线,23,23.1,7163,74,8,7,5,3,1.03,10.81,0.625,0.375,1529.0,654.0,1143.0,191.125,81.75,2
128,1,6882162,花生活鲜花（七里香花艺）,鲜花组,四川省,遂宁,否,20190418,在线,12,12.9,7134,68,1,0,0,1,0.95,1.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
155,1,7166110,花生活鲜花（花香鲜花店）,鲜花组,四川省,泸州,否,20190623,在线,13,13.9,7130,191,6,4,4,2,2.68,3.14,0.6666666666666666,0.3333333333333333,702.0,600.0,258.0,117.0,100.0,2
100,4,6773713,花生活鲜花（哈尔滨鲜花批发）,鲜花组,黑龙江省,哈尔滨,否,20190409,在线,24,24.0,7127,143,0,0,0,0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
245,4,7672499,花生活鲜花（绿之源花卉园艺）,鲜花组,湖北省,黄冈,否,20190902,在线,0,0.0,7123,59,0,0,0,0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,2,295680,花生活鲜花（鲜花格格花艺生活馆）,鲜花组,四川省,绵阳,否,20150716,在线,24,24.0,7122,103,2,1,1,1,1.45,1.94,0.5,0.5,320.0,146.0,213.0,160.0,73.0,2
349,4,8471192,花生活鲜花（尘世花浓鲜花店）,鲜花组,贵州省,贵阳,否,20200211,在线,24,24.0,7120,36,0,0,0,0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
171,3,7310176,花生活鲜花（新罗区石斛花坊）,鲜花组,福建省,龙岩,否,20190719,在线,23,23.5,7114,140,8,7,7,1,1.97,5.71,0.875,0.125,1433.0,849.0,852.0,179.125,106.125,2
32,3,3114926,花生活鲜花（艺博花艺）,鲜花组,河南省,安阳,否,20170818,在线,12,12.1,7112,60,1,1,1,0,0.84,1.67,1.0,0.0,188.0,165.0,62.0,188.0,165.0,2
193,4,7427904,花生活鲜花（我在等你）,鲜花组,江西省,鹰潭,否,20190723,在线,24,24.0,7105,84,2,3,1,1,1.18,2.38,0.5,0.5,437.0,160.0,316.0,218.5,80.0,2
138,1,6968235,花生活鲜花（奢漫花艺）,鲜花组,吉林省,长春,否,20190428,在线,16,16.7,7097,147,4,4,1,3,2.07,2.72,0.25,0.75,905.0,375.0,686.0,226.25,93.75,2
148,2,7166112,花生活鲜花（蒂留香花艺）,鲜花组,安徽省,六安,否,20190610,在线,11,11.7,7078,75,1,0,0,1,1.06,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
198,4,7475292,花生活鲜花（馨语花屋）,鲜花组,贵州省,遵义,否,20190719,在线,12,12.0,7078,310,16,16,13,3,4.38,5.16,0.8125,0.1875,3789.0,1648.0,2726.0,236.8125,103.0,2
370,4,8607428,馨艺花店,鲜花组,安徽省,六安,否,20200311,在线,15,15.0,7076,97,4,3,3,1,1.37,4.12,0.75,0.25,806.0,360.0,479.0,201.5,90.0,2
238,1,7545489,花生活鲜花（花草堂鲜花店）,鲜花组,宁夏回族自治区,银川,否,20190731,在线,21,20.9,7072,142,4,3,2,2,2.01,2.82,0.5,0.5,818.0,454.0,481.0,204.5,113.5,2
49,4,4473272,花生活鲜花（祥瑞花艺坊）,鲜花组,天津市,天津,否,20180321,在线,24,23.6,7070,74,1,0,0,1,1.05,1.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
261,4,7934066,花生活鲜花（艾米拉花店）,鲜花组,四川省,泸州,否,20191126,在线,24,24.0,7014,47,0,0,0,0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
231,3,7546953,花生活鲜花（爱琴海鲜花店）,鲜花组,广东省,湛江,否,20191009,在线,16,16.4,7008,337,18,18,15,3,4.81,5.34,0.8333333333333334,0.16666666666666666,4806.0,2123.0,3268.0,267.0,117.94444444444444,2
331,3,8357588,花生活鲜花（艺朵花艺）,鲜花组,浙江省,嘉兴,否,20191220,在线,22,22.9,7004,209,21,18,18,3,2.98,10.05,0.8571428571428571,0.14285714285714285,5330.0,2813.0,3206.0,253.8095238095238,133.95238095238096,2
67,4,5788642,花生活鲜花（花家花艺鲜花店）,鲜花组,广东省,深圳,否,20180907,在线,24,24.0,6994,91,1,1,1,0,1.3,1.1,1.0,0.0,298.0,146.0,191.0,298.0,146.0,2
286,4,8207114,花生活鲜花（初吻花坊）,鲜花组,贵州省,遵义,否,20200119,在线,24,24.0,6960,26,0,0,0,0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
309,4,8278324,花生活鲜花（翊渡花舍鲜花店）,鲜花组,湖北省,武汉,否,20191206,在线,0,0.0,6937,21,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
153,4,7196730,友缘鲜花,鲜花组,云南省,曲靖,否,20190614,在线,13,12.5,6936,63,1,1,1,0,0.91,1.59,1.0,0.0,345.0,136.0,228.0,345.0,136.0,2
206,1,7428704,花生活鲜花（水晶之恋花坊）,鲜花组,宁夏回族自治区,中卫,否,20190723,在线,13,13.0,6933,149,2,1,1,1,2.15,1.34,0.5,0.5,489.0,152.0,376.0,244.5,76.0,2
386,4,8755680,馨语鲜花,鲜花组,黑龙江省,鹤岗,否,20200325,在线,15,15.0,6929,115,0,0,0,0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
87,1,6305029,花生活鲜花（庆祝花卉）,鲜花组,北京市,北京,否,20181210,在线,18,18.6,6922,214,13,11,9,4,3.09,6.07,0.6923076923076923,0.3076923076923077,2653.0,1799.9,853.09,204.07692307692307,138.45384615384617,2
314,2,8278326,花生活鲜花（知心花卉）,鲜花组,安徽省,芜湖,否,20191220,在线,4,4.7,6919,48,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
76,1,5845622,花生活鲜花（达奇花艺）,鲜花组,山东省,济南,否,20181107,在线,24,24.0,6916,91,0,0,0,0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
337,1,8278460,花生活鲜花（乐陵鲜花店）,鲜花组,山东省,德州,否,20191206,在线,9,9.0,6915,461,21,18,19,2,6.67,4.56,0.9047619047619048,0.09523809523809523,6562.0,2604.09,4718.91,312.4761904761905,124.00428571428571,2
263,2,7934066,花生活鲜花（艾米拉花店）,鲜花组,四川省,泸州,否,20191126,在线,21,21.4,6898,51,0,0,0,0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
177,3,7331152,洋洋花语屋,鲜花组,四川省,眉山,否,20190806,在线,15,15.2,6894,121,3,2,2,1,1.76,2.48,0.6666666666666666,0.3333333333333333,266.0,263.0,42.0,88.66666666666667,87.66666666666667,2
331,1,8278380,花生活鲜花（罗曼蒂克花艺婚庆）,鲜花组,山东省,烟台,否,20200114,在线,10,10.6,6892,86,1,1,1,0,1.25,1.16,1.0,0.0,293.0,85.0,208.0,293.0,85.0,2
234,2,7642004,花生活鲜花（第三居鲜花店）,鲜花组,贵州省,遵义,否,20190819,在线,2,2.5,6880,27,0,0,0,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
236,4,7642073,花生活鲜花（花花小娴）,鲜花组,湖北省,黄冈,否,20190918,在线,5,5.9,6876,59,0,0,0,0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
345,4,8437927,花生活鲜花（倾城花坊）,鲜花组,湖北省,仙桃,否,20200109,在线,0,0.0,6872,33,0,0,0,0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
360,1,8435962,花生活鲜花（FlowerLife）,鲜花组,江苏省,南通,否,20200117,在线,14,14.1,6866,162,0,0,0,0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
342,4,8437924,卡斯曼鲜花店(衡阳先峰路店）,鲜花组,湖南省,衡阳,否,20200110,在线,16,16.0,6861,338,29,27,24,5,4.93,8.58,0.8275862068965517,0.1724137931034483,7619.0,3899.0,4724.0,262.7241379310345,134.44827586206895,1
325,3,8280405,花生活鲜花（臻挚花艺馆）,鲜花组,河北省,廊坊,否,20191213,在线,24,24.0,6852,102,3,2,2,1,1.49,2.94,0.6666666666666666,0.3333333333333333,576.0,381.0,273.0,192.0,127.0,1
264,4,7934075,花生活鲜花（红玫瑰鲜花婚庆）,鲜花组,陕西省,榆林,否,20191210,在线,24,24.0,6851,82,0,0,0,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
413,4,8849788,鲜花店,鲜花组,黑龙江省,绥化,否,20200408,在线,14,13.9,6846,206,4,2,2,2,3.01,1.94,0.5,0.5,884.0,441.0,521.0,221.0,110.25,1
27,4,3018522,花生活鲜花（源达花艺）,鲜花组,湖南省,常德,否,20170814,在线,24,24.0,6823,98,5,5,4,1,1.44,5.1,0.8,0.2,1004.0,499.0,700.0,200.8,99.8,1
255,3,7743133,花生活鲜花（浪漫花语）,鲜花组,江西省,赣州,否,20190904,在线,24,24.0,6817,345,18,15,11,7,5.06,5.22,0.6111111111111112,0.3888888888888889,3862.0,1876.0,2493.0,214.55555555555554,104.22222222222223,1
144,2,7094045,花生活鲜花（铭相花缘）,鲜花组,上海市,上海,否,20190521,在线,6,6.2,6815,229,20,17,16,4,3.36,8.73,0.8,0.2,7309.0,4199.0,3763.0,365.45,209.95,1
150,1,7063793,花生活鲜花（俪缘鲜花）,鲜花组,河北省,唐山,否,20190528,在线,17,17.9,6814,142,3,0,0,3,2.08,2.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
266,4,7934078,花生活鲜花（情缘鲜花店榆林店）,鲜花组,陕西省,榆林,否,20191209,在线,24,24.0,6811,104,3,3,3,0,1.53,2.88,1.0,0.0,742.0,418.0,441.0,247.33333333333334,139.33333333333334,1
75,2,6061744,花生活鲜花（花艺空间）,鲜花组,新疆维吾尔自治区,乌鲁木齐,否,20181114,在线,4,4.0,6803,80,3,1,1,2,1.18,3.75,0.3333333333333333,0.6666666666666666,318.0,265.0,92.0,106.0,88.33333333333333,1
126,1,6865867,花生活鲜花（花满屋）,鲜花组,安徽省,合肥,否,20190429,在线,24,24.0,6767,53,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
212,2,7514884,花生活鲜花（启缘花店）,鲜花组,江苏省,镇江,否,20190726,在线,20,20.9,6764,140,3,3,1,2,2.07,2.14,0.3333333333333333,0.6666666666666666,1210.02,549.02,739.0,403.34,183.00666666666666,1
57,3,5332337,花生活鲜花（四季花屋）,鲜花组,北京市,北京,否,20180628,在线,22,22.1,6763,114,16,16,16,0,1.69,14.04,1.0,0.0,1981.0,865.0,1272.0,123.8125,54.0625,1
15,4,2068451,花生活鲜花（花语人生）,鲜花组,福建省,厦门,否,20170224,在线,24,24.0,6762,53,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
227,3,7545489,花生活鲜花（花草堂鲜花店）,鲜花组,宁夏回族自治区,银川,否,20190731,在线,24,24.0,6752,275,19,18,18,1,4.07,6.91,0.9473684210526315,0.05263157894736842,4755.0,2526.0,2926.0,250.26315789473685,132.94736842105263,1
101,3,6773713,花生活鲜花（哈尔滨鲜花批发）,鲜花组,黑龙江省,哈尔滨,否,20190409,在线,21,21.7,6744,189,1,1,1,0,2.8,0.53,1.0,0.0,158.0,135.0,62.0,158.0,135.0,1
9,2,1523142,花生活鲜花（明珠鲜花坊）,鲜花组,青海省,西宁,否,20160921,在线,3,3.8,6733,49,0,0,0,0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
385,4,8755679,诗情花艺,鲜花组,江苏省,盐城,否,20200325,在线,24,24.0,6720,201,3,3,3,0,2.99,1.49,1.0,0.0,518.0,201.0,395.0,172.66666666666666,67.0,1
167,1,7207846,花生活鲜花（极乐莲华鲜花）,鲜花组,浙江省,杭州,否,20190604,在线,6,6.3,6720,238,16,16,15,1,3.54,6.72,0.9375,0.0625,4384.0,2990.0,1979.0,274.0,186.875,1
85,2,6405229,花生活鲜花（天缘花艺）,鲜花组,贵州省,遵义,否,20190719,在线,0,0.0,6716,28,0,0,0,0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,3,7004308,花生活鲜花（曼陀罗花开）,鲜花组,陕西省,宝鸡,否,20190514,在线,24,24.0,6710,57,0,0,0,0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
239,4,7642076,花生活鲜花（百艳鲜花）,鲜花组,山东省,威海,否,20190816,在线,11,10.5,6705,113,0,0,0,0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,1,3128450,花生活鲜花（花之恋鲜花店）,鲜花组,浙江省,绍兴,否,20170821,在线,9,9.8,6693,276,35,34,28,7,4.12,12.68,0.8,0.2,21276.0,4563.36,17838.54,607.8857142857142,130.38171428571428,1
199,4,7475293,花生活鲜花（520忆花坊）,鲜花组,贵州省,遵义,否,20190719,在线,24,24.0,6685,99,7,8,4,3,1.48,7.07,0.5714285714285714,0.42857142857142855,943.0,507.0,514.0,134.71428571428572,72.42857142857143,1
279,4,8094434,花生活鲜花（浩美鲜花礼品）,鲜花组,山西省,吕梁,否,20191123,在线,0,0.0,6685,59,0,0,0,0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,2,3174325,花生活鲜花（乐派花艺）,鲜花组,贵州省,遵义,否,20170822,在线,2,2.9,6683,27,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,2,3128450,花生活鲜花（花之恋鲜花店）,鲜花组,浙江省,绍兴,否,20170821,在线,4,5.1,6666,427,31,29,27,4,6.41,7.26,0.8709677419354839,0.12903225806451613,10153.02,6283.72,4992.0,327.51677419354843,202.70064516129034,1
339,4,8435960,花生活鲜花（米莱婚礼鲜花店）,鲜花组,四川省,广元,否,20200112,在线,0,0.0,6664,76,0,0,0,0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190,2,7392906,花生活鲜花（云槿花艺）,鲜花组,江苏省,无锡,否,20190708,在线,5,5.5,6663,208,13,13,7,6,3.12,6.25,0.5384615384615384,0.46153846153846156,3072.0,1439.0,2140.0,236.30769230769232,110.6923076923077,1
41,1,3713872,花生活鲜花（泽凤花店）,鲜花组,安徽省,合肥,否,20171115,在线,19,19.4,6645,66,5,5,4,1,0.99,7.58,0.8,0.2,1607.0,630.0,1164.0,321.4,126.0,1
236,1,7545487,花生活鲜花（雨辉花店）,鲜花组,福建省,福州,否,20190730,在线,22,22.3,6630,135,12,12,9,3,2.04,8.89,0.75,0.25,2758.0,1011.0,2129.0,229.83333333333334,84.25,1
82,1,6074581,有间花店,鲜花组,安徽省,黄山,否,20181031,在线,19,19.0,6619,144,0,0,0,0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,2,653643,花生活鲜花（雅景花艺）,鲜花组,广东省,东莞,否,20190422,在线,7,8.1,6611,122,4,4,4,0,1.85,3.28,1.0,0.0,1793.0,1193.0,756.0,448.25,298.25,1
88,1,6355077,花生活鲜花（花述鲜花生活馆）,鲜花组,湖南省,株洲,否,20190827,在线,15,15.5,6607,93,2,1,1,1,1.41,2.15,0.5,0.5,369.0,122.0,286.0,184.5,61.0,1
132,3,6968235,花生活鲜花（奢漫花艺）,鲜花组,吉林省,长春,否,20190428,在线,24,24.0,6605,204,12,13,11,1,3.09,5.88,0.9166666666666666,0.08333333333333333,2767.0,1192.0,2082.0,230.58333333333334,99.33333333333333,1
57,2,5332337,花生活鲜花（四季花屋）,鲜花组,北京市,北京,否,20180628,在线,11,11.3,6599,105,7,5,5,2,1.59,6.67,0.7142857142857143,0.2857142857142857,1946.0,1360.0,991.0,278.0,194.28571428571428,1
176,1,7264477,花生活鲜花（佳仪鲜花婚庆）,鲜花组,黑龙江省,哈尔滨,否,20190702,在线,18,18.9,6579,134,3,3,3,0,2.04,2.24,1.0,0.0,652.0,366.0,364.0,217.33333333333334,122.0,1
297,3,8226888,花生活鲜花（锦绣花艺坊）,鲜花组,贵州省,毕节,否,20191220,在线,24,24.0,6577,124,1,0,0,1,1.89,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
291,4,8222414,花生活鲜花（如意花坊贵阳店）,鲜花组,贵州省,贵阳,否,20191129,在线,16,16.6,6568,82,1,1,1,0,1.25,1.22,1.0,0.0,339.0,197.0,181.0,339.0,197.0,1
101,2,6773714,花生活鲜花（诚信花卉）,鲜花组,重庆市,重庆,否,20190422,在线,2,2.0,6565,158,7,5,4,3,2.41,4.43,0.5714285714285714,0.42857142857142855,1800.0,817.5,1177.5,257.14285714285717,116.78571428571429,1
333,2,8364413,花生活鲜花（水仙百合居）,鲜花组,广西壮族自治区,柳州,否,20191227,在线,9,9.6,6560,58,1,1,1,0,0.88,1.72,1.0,0.0,245.0,100.0,179.0,245.0,100.0,1
278,3,7994675,花生活鲜花（爱花居鲜花店）,鲜花组,贵州省,贵阳,否,20191207,在线,23,23.4,6555,82,3,2,2,1,1.25,3.66,0.6666666666666666,0.3333333333333333,454.0,280.0,252.0,151.33333333333334,93.33333333333333,1
332,3,8357592,花生活鲜花（花心思花艺贵阳店）,鲜花组,贵州省,贵阳,否,20191220,在线,24,24.0,6550,216,18,14,14,4,3.3,8.33,0.7777777777777778,0.2222222222222222,3992.0,1912.0,2587.0,221.77777777777777,106.22222222222223,1
406,4,8822565,栗子花店,鲜花组,黑龙江省,伊春市,否,20200405,在线,14,14.9,6547,582,36,36,34,2,8.89,6.19,0.9444444444444444,0.05555555555555555,5633.0,2863.0,2788.0,156.47222222222223,79.52777777777777,1
357,2,8471409,花生活鲜花（香谷鲜花）,鲜花组,天津市,天津,否,20200121,在线,1,1.0,6545,167,4,3,3,1,2.55,2.4,0.75,0.25,938.0,527.0,528.0,234.5,131.75,1
227,1,7514887,花生活鲜花（平价鲜花坊）,鲜花组,贵州省,安顺,否,20190725,在线,18,18.6,6537,180,5,1,1,4,2.75,2.78,0.2,0.8,275.0,125.0,189.0,55.0,25.0,1
172,2,7317971,花生活鲜花（如意花坊银川店店）,鲜花组,宁夏回族自治区,银川,否,20190708,在线,6,6.0,6519,56,3,3,3,0,0.86,5.36,1.0,0.0,935.0,447.0,605.0,311.6666666666667,149.0,1
14,4,2045211,花生活鲜花（阳光花坊）,鲜花组,江西省,南昌,否,20170222,在线,24,24.0,6512,41,0,0,0,0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
134,4,7022274,花生活鲜花（唯爱花坊）,鲜花组,安徽省,合肥,否,20190509,在线,24,24.0,6488,142,9,9,9,0,2.19,6.34,1.0,0.0,2162.0,1182.0,1326.0,240.22222222222223,131.33333333333334,1
22,4,2527715,花生活鲜花（情缘鲜花店遵义店）,鲜花组,贵州省,遵义,否,20170519,在线,24,24.0,6484,45,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
337,3,8364416,花生活鲜花（美之缘鲜花店）,鲜花组,山东省,临沂,否,20200115,在线,24,24.0,6470,97,2,2,2,0,1.5,2.06,1.0,0.0,486.0,242.0,322.0,243.0,121.0,1
347,3,8435962,花生活鲜花（FlowerLife）,鲜花组,江苏省,南通,否,20200117,在线,13,12.5,6460,108,4,3,3,1,1.67,3.7,0.75,0.25,876.0,503.0,490.0,219.0,125.75,1
43,4,4304946,花生活鲜花（城市花坊）,鲜花组,四川省,泸州,否,20180124,在线,24,24.0,6447,126,9,9,6,3,1.95,7.14,0.6666666666666666,0.3333333333333333,2179.0,860.9,1630.0,242.11111111111111,95.65555555555555,1
299,4,8258610,花生活鲜花（尚艺空间花艺）,鲜花组,云南省,昆明,否,20191205,在线,24,24.0,6429,48,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,4,6865867,花生活鲜花（花满屋）,鲜花组,安徽省,合肥,否,20190429,在线,23,23.8,6406,131,25,25,24,1,2.04,19.08,0.96,0.04,4464.0,1875.0,3442.0,178.56,75.0,1
205,4,7475402,花生活鲜花（百合花坊）,鲜花组,宁夏回族自治区,中卫,否,20190730,在线,13,13.0,6383,234,4,4,4,0,3.67,1.71,1.0,0.0,1063.0,473.0,746.0,265.75,118.25,1
21,1,2329256,花生活鲜花（七彩坊鲜花店）,鲜花组,福建省,泉州,否,20170526,在线,22,22.7,6381,73,0,0,0,0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39,1,3468033,花生活鲜花（家美园艺）,鲜花组,上海市,上海,否,20171016,在线,11,11.1,6376,296,39,41,35,4,4.64,13.18,0.8974358974358975,0.10256410256410256,11394.0,5872.03,6873.97,292.15384615384613,150.56487179487178,1
116,1,6773784,花生活鲜花（缤纷花屋）,鲜花组,湖南省,株洲,否,20190423,在线,14,14.1,6366,211,7,6,5,2,3.31,3.32,0.7142857142857143,0.2857142857142857,1830.0,842.0,1215.0,261.42857142857144,120.28571428571429,1
318,3,8278380,花生活鲜花（罗曼蒂克花艺婚庆）,鲜花组,山东省,烟台,否,20200114,在线,23,23.3,6360,111,3,2,2,1,1.75,2.7,0.6666666666666666,0.3333333333333333,373.0,240.0,204.0,124.33333333333333,80.0,1
163,4,7264472,花生活鲜花（花朝鲜花店）,鲜花组,安徽省,合肥,否,20190613,在线,4,4.9,6349,110,1,0,0,1,1.73,0.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
363,1,8437926,花生活鲜花（金鳞花坊）,鲜花组,江苏省,苏州,否,20200109,在线,14,14.8,6342,45,0,0,0,0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
266,3,7934067,花生活鲜花（浪漫花都）,鲜花组,山西省,运城,否,20191123,在线,21,21.2,6339,75,0,0,0,0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,3,4389748,花生活鲜花（玫瑰花店2店）,鲜花组,广东省,东莞,否,20180211,在线,24,24.0,6333,124,6,5,4,2,1.96,4.84,0.6666666666666666,0.3333333333333333,1322.0,601.0,916.0,220.33333333333334,100.16666666666667,1
0,1,295680,花生活鲜花（鲜花格格花艺生活馆）,鲜花组,四川省,绵阳,否,20150716,在线,24,24.0,6332,84,3,3,3,0,1.33,3.57,1.0,0.0,578.0,203.0,492.0,192.66666666666666,67.66666666666667,1
348,3,8437924,卡斯曼鲜花店(衡阳先峰路店）,鲜花组,湖南省,衡阳,否,20200110,在线,16,16.0,6320,317,25,23,22,3,5.02,7.89,0.88,0.12,6206.0,3505.3,3514.7,248.24,140.21200000000002,1
116,2,6826710,花生活鲜花（LOVE鲜花店）,鲜花组,河北省,廊坊,否,20190417,在线,7,7.3,6310,64,1,0,0,1,1.01,1.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
338,1,8280405,花生活鲜花（臻挚花艺馆）,鲜花组,河北省,廊坊,否,20191213,在线,20,20.7,6309,61,1,0,0,1,0.97,1.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
87,3,6503029,花生活鲜花（漫漫鲜花坊）,鲜花组,宁夏回族自治区,银川,否,20190210,在线,24,24.0,6297,113,5,5,5,0,1.79,4.42,1.0,0.0,1229.0,627.0,797.0,245.8,125.4,1
288,4,8207118,花生活鲜花（花开半夏鲜花店）,鲜花组,陕西省,宝鸡,否,20191220,在线,24,24.0,6291,105,0,0,0,0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295,3,8207120,花生活鲜花（馨之园鲜花店）,鲜花组,云南省,昆明,否,20191126,在线,18,18.9,6281,76,4,4,2,2,1.21,5.26,0.5,0.5,666.0,265.0,479.0,166.5,66.25,1
68,3,5788642,花生活鲜花（花家花艺鲜花店）,鲜花组,广东省,深圳,否,20180907,在线,24,24.0,6279,104,2,2,2,0,1.66,1.92,1.0,0.0,508.0,310.0,276.0,254.0,155.0,1
40,1,3562612,花生活鲜花（俪缘摆渡人）,鲜花组,江苏省,淮安,否,20171018,在线,11,11.0,6279,57,0,0,0,0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
313,1,8250906,花生活鲜花（薇花坊鲜花店）,鲜花组,天津市,天津,否,20191205,在线,24,24.0,6276,41,0,0,0,0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,3,7317972,花生活鲜花（知音花艺）,鲜花组,浙江省,金华,否,20190628,在线,15,15.5,6268,193,19,19,18,1,3.08,9.84,0.9473684210526315,0.05263157894736842,4042.4,1943.3,2606.0,212.7578947368421,102.27894736842104,1
306,1,8207118,花生活鲜花（花开半夏鲜花店）,鲜花组,陕西省,宝鸡,否,20191220,在线,24,24.0,6267,104,3,2,2,1,1.66,2.88,0.6666666666666666,0.3333333333333333,545.0,358.0,251.0,181.66666666666666,119.33333333333333,1
229,4,7634499,花生活鲜花（鲜花绿植）,鲜花组,北京市,北京,否,20190903,在线,24,24.0,6249,126,0,0,0,0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
241,1,7545494,花生活鲜花（柒色花艺馆）,鲜花组,广西壮族自治区,柳州,否,20190730,在线,17,17.0,6247,76,1,1,1,0,1.22,1.32,1.0,0.0,168.0,145.0,62.0,168.0,145.0,1
368,3,8488488,心怡花坊,鲜花组,贵州省,贵阳,否,20200211,在线,24,24.0,6247,67,2,1,1,1,1.07,2.99,0.5,0.5,120.0,37.0,122.0,60.0,18.5,1
77,1,5860472,花生活鲜花（六月花坊）,鲜花组,浙江省,金华,否,20180921,在线,10,10.8,6206,81,0,0,0,0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,2,2329256,花生活鲜花（七彩坊鲜花店）,鲜花组,福建省,泉州,否,20170526,在线,24,24.0,6201,101,2,2,2,0,1.63,1.98,1.0,0.0,690.0,322.0,446.0,345.0,161.0,1
7,2,833749,花生活鲜花（卉轩鲜花礼品店）,鲜花组,宁夏回族自治区,银川,否,20190801,在线,4,4.7,6196,32,0,0,0,0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192,3,7392906,花生活鲜花（云槿花艺）,鲜花组,江苏省,无锡,否,20190708,在线,12,12.6,6158,342,32,33,23,9,5.55,9.36,0.71875,0.28125,9187.0,4531.9,5856.0,287.09375,141.621875,1
200,4,7475294,花生活鲜花（苔米花艺）,鲜花组,山东省,烟台,否,20190723,在线,24,24.0,6155,97,7,7,4,3,1.58,7.22,0.5714285714285714,0.42857142857142855,1333.0,544.0,1062.0,190.42857142857142,77.71428571428571,1
193,1,7392896,花生活鲜花（花之物语花店）,鲜花组,江西省,南昌,否,20190705,在线,24,24.0,6155,49,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
201,1,7398752,花生活鲜花（花间鲜花）,鲜花组,上海市,上海,否,20190723,在线,8,8.0,6127,168,13,11,6,7,2.74,7.74,0.46153846153846156,0.5384615384615384,2574.0,1554.0,1371.0,198.0,119.53846153846153,1
