,time,商家ID,r,f,m,r_score,f_score,m_score,rfm_group
1205,4,5641328,24,31,2082,3,3,3,333
1206,4,5740741,23,7,889,3,2,3,323
1207,4,5762294,24,26,2680,3,3,3,333
1208,4,5788642,24,1,146,3,2,2,322
1209,4,5844824,0,0,0,1,1,1,111
1210,4,5845622,24,2,153,3,2,2,322
1211,4,5860472,9,2,0,1,2,1,121
1212,4,5866954,0,0,0,1,1,1,111
1213,4,5962302,24,8,690,3,2,2,322
1214,4,6012181,0,0,0,1,1,1,111
1215,4,6026797,11,0,0,2,1,1,211
1216,4,6061744,24,3,254,3,2,2,322
1217,4,6074581,23,9,834,2,3,2,232
1218,4,6104153,24,1,187,3,2,2,322
1219,4,6132769,24,9,1044,3,3,3,333
1220,4,6197578,24,2,281,3,2,2,322
1221,4,6236483,24,3,262,3,2,2,322
1222,4,6305029,24,13,1555,3,3,3,333
1223,4,6355077,24,0,0,3,1,1,311
1224,4,6390095,0,0,0,1,1,1,111
1225,4,6395163,18,71,12257,2,3,3,233
1226,4,6405229,13,7,636,2,2,2,222
1227,4,6503029,24,1,85,3,2,2,322
1228,4,6532043,0,0,0,1,1,1,111
1229,4,6533841,0,0,0,1,1,1,111
1230,4,6543684,24,14,2535,3,3,3,333
1231,4,6579105,24,0,0,3,1,1,311
1232,4,6582771,24,24,2241,3,3,3,333
1233,4,6588555,5,0,0,1,1,1,111
1234,4,6609908,12,4,312,2,2,2,222
1235,4,6626527,24,1,154,3,2,2,322
1236,4,6704550,24,1,85,3,2,2,322
1237,4,6729448,23,102,11867,3,3,3,333
1238,4,6769761,24,14,1237,3,3,3,333
1239,4,6773711,11,11,897,2,3,3,233
1240,4,6773712,4,8,641,1,2,2,122
1241,4,6773713,24,0,0,3,1,1,311
1242,4,6773714,12,2,75,2,2,2,222
1243,4,6773715,10,0,0,1,1,1,111
1244,4,6773717,24,10,854,3,3,2,332
1245,4,6773719,24,7,447,3,2,2,322
1246,4,6773720,24,0,0,3,1,1,311
1247,4,6773722,24,0,0,3,1,1,311
1248,4,6773725,5,0,0,1,1,1,111
1249,4,6773727,24,4,296,3,2,2,322
1250,4,6773784,12,2,302,2,2,2,222
1251,4,6773938,24,5,456,3,2,2,322
1252,4,6773939,23,33,4886,3,3,3,333
1253,4,6773940,24,8,551,3,2,2,322
1254,4,6773941,24,1,131,3,2,2,322
1255,4,6774016,21,24,3178,2,3,3,233
1256,4,6774085,0,0,0,1,1,1,111
1257,4,6826710,24,7,983,3,2,3,323
1258,4,6826712,24,7,378,3,2,2,322
1259,4,6826772,24,52,6566,3,3,3,333
1260,4,6865867,23,25,1875,3,3,3,333
1261,4,6881023,20,21,1851,2,3,3,233
1262,4,6882162,11,1,85,2,2,2,222
1263,4,6882163,5,0,0,1,1,1,111
1264,4,6882164,24,2,0,3,2,1,321
1265,4,6882165,24,11,876,3,3,3,333
1266,4,6928399,24,21,2115,3,3,3,333
1267,4,6944778,18,1,75,2,2,2,222
1268,4,6952198,18,0,0,2,1,1,211
1269,4,6956267,24,10,1102,3,3,3,333
1270,4,6967767,24,16,1138,3,3,3,333
1271,4,6968235,24,23,676,3,3,2,332
1272,4,7004308,24,2,156,3,2,2,322
1273,4,7022271,24,8,939,3,2,3,323
1274,4,7022273,24,2,326,3,2,2,322
1275,4,7022274,24,9,1182,3,3,3,333
1276,4,7022275,24,9,1004,3,3,3,333
1277,4,7022276,24,4,377,3,2,2,322
1278,4,7022374,24,1,136,3,2,2,322
1279,4,7022375,12,0,0,2,1,1,211
1280,4,7028637,24,0,0,3,1,1,311
1281,4,7063793,23,0,0,3,1,1,311
1282,4,7088807,22,1,68,2,2,2,222
1283,4,7093976,11,0,0,2,1,1,211
1284,4,7094045,12,12,1581,2,3,3,233
1285,4,7160078,24,0,0,3,1,1,311
1286,4,7166109,24,0,0,3,1,1,311
1287,4,7166110,15,3,271,2,2,2,222
1288,4,7166112,24,0,0,3,1,1,311
1289,4,7166113,5,0,0,1,1,1,111
1290,4,7166115,0,0,0,1,1,1,111
1291,4,7166116,5,0,0,1,1,1,111
1292,4,7166264,24,0,0,3,1,1,311
1293,4,7194721,24,26,2851,3,3,3,333
1294,4,7196730,12,1,136,2,2,2,222
1295,4,7207842,24,7,403,3,2,2,322
1296,4,7207843,11,7,643,2,2,2,222
1297,4,7207845,14,10,1041,2,3,3,233
1298,4,7207846,10,14,1765,2,3,3,233
1299,4,7207847,24,2,106,3,2,2,322
1300,4,7207848,24,14,840,3,3,2,332
1301,4,7207850,23,19,1674,3,3,3,333
1302,4,7207851,23,123,10420,3,3,3,333
1303,4,7264470,24,0,0,3,1,1,311
1304,4,7264472,4,1,0,1,2,1,121
1305,4,7264474,24,2,96,3,2,2,322
1306,4,7264476,17,11,899,2,3,3,233
1307,4,7264477,24,2,0,3,2,1,321
1308,4,7280704,15,1,206,2,2,2,222
1309,4,7310176,24,0,0,3,1,1,311
1310,4,7310188,14,15,1086,2,3,3,233
1311,4,7311299,24,2,136,3,2,2,322
1312,4,7317971,13,1,0,2,2,1,221
1313,4,7317972,15,8,741,2,2,2,222
1314,4,7318032,24,7,1183,3,2,3,323
1315,4,7331152,14,6,476,2,2,2,222
1316,4,7349050,15,4,707,2,2,2,222
1317,4,7349051,24,21,2300,3,3,3,333
1318,4,7349052,24,1,96,3,2,2,322
1319,4,7349060,24,0,0,3,1,1,311
1320,4,7349110,24,2,58,3,2,2,322
1321,4,7392788,24,12,1200,3,3,3,333
1322,4,7392799,12,0,0,2,1,1,211
1323,4,7392893,24,3,0,3,2,1,321
1324,4,7392896,24,0,0,3,1,1,311
1325,4,7392897,5,0,0,1,1,1,111
1326,4,7392899,24,1,0,3,2,1,321
1327,4,7392900,24,1,96,3,2,2,322
1328,4,7392901,24,4,546,3,2,2,322
1329,4,7392902,24,5,523,3,2,2,322
1330,4,7392906,13,15,1007,2,3,3,233
1331,4,7392907,23,0,0,3,1,1,311
1332,4,7398752,18,1,116,2,2,2,222
1333,4,7427902,24,0,0,3,1,1,311
1334,4,7427904,24,2,160,3,2,2,322
1335,4,7428704,8,0,0,1,1,1,111
1336,4,7429078,24,10,1620,3,3,3,333
1337,4,7475288,5,0,0,1,1,1,111
1338,4,7475291,0,0,0,1,1,1,111
1339,4,7475292,12,16,1648,2,3,3,233
1340,4,7475293,24,7,507,3,2,2,322
1341,4,7475294,24,7,544,3,2,2,322
1342,4,7475297,10,0,0,2,1,1,211
1343,4,7475298,14,94,11039,2,3,3,233
1344,4,7475299,16,0,0,2,1,1,211
1345,4,7475300,16,16,1772,2,3,3,233
1346,4,7475402,13,4,473,2,2,2,222
1347,4,7514879,24,2,207,3,2,2,322
1348,4,7514880,11,2,65,2,2,2,222
1349,4,7514881,24,0,0,3,1,1,311
1350,4,7514883,24,0,0,3,1,1,311
1351,4,7514884,24,3,184,3,2,2,322
1352,4,7514886,12,2,75,2,2,2,222
1353,4,7514887,18,4,75,2,2,2,222
1354,4,7514888,24,0,0,3,1,1,311
1355,4,7514889,24,0,0,3,1,1,311
1356,4,7514890,20,24,3177,2,3,3,233
1357,4,7514891,24,4,364,3,2,2,322
1358,4,7514892,5,1,80,1,2,2,122
1359,4,7514896,24,5,473,3,2,2,322
1360,4,7515286,14,21,4488,2,3,3,233
1361,4,7515288,24,1,29,3,2,2,322
1362,4,7545487,23,6,550,3,2,2,322
1363,4,7545488,11,30,1581,2,3,3,233
1364,4,7545489,23,7,887,3,2,3,323
1365,4,7545490,0,0,0,1,1,1,111
1366,4,7545492,15,0,0,2,1,1,211
1367,4,7545494,22,0,0,2,1,1,211
1368,4,7546953,15,10,1021,2,3,3,233
1369,4,7622475,19,2,232,2,2,2,222
1370,4,7634499,24,0,0,3,1,1,311
1371,4,7641996,24,4,277,3,2,2,322
1372,4,7642002,22,2,299,2,2,2,222
1373,4,7642004,24,0,0,3,1,1,311
1374,4,7642006,24,7,1054,3,2,3,323
1375,4,7642070,24,0,0,3,1,1,311
1376,4,7642072,24,0,0,3,1,1,311
1377,4,7642073,5,0,0,1,1,1,111
1378,4,7642074,15,18,1280,2,3,3,233
1379,4,7642075,0,0,0,1,1,1,111
1380,4,7642076,10,0,0,2,1,1,211
1381,4,7672370,16,5,442,2,2,2,222
1382,4,7672411,5,0,0,1,1,1,111
1383,4,7672416,0,0,0,1,1,1,111
1384,4,7672419,12,0,0,2,1,1,211
1385,4,7672420,24,3,310,3,2,2,322
1386,4,7672499,0,0,0,1,1,1,111
1387,4,7682068,24,1,0,3,2,1,321
1388,4,7690567,24,3,270,3,2,2,322
1389,4,7743128,13,2,266,2,2,2,222
1390,4,7743129,23,3,205,3,2,2,322
1391,4,7743130,24,8,694,3,2,2,322
1392,4,7743133,23,31,1679,3,3,3,333
1393,4,7785891,11,0,0,2,1,1,211
1394,4,7785893,24,7,933,3,2,3,323
1395,4,7785894,22,0,0,2,1,1,211
1396,4,7785895,24,7,862,3,2,2,322
1397,4,7785896,12,2,85,2,2,2,222
1398,4,7785967,24,44,3556,3,3,3,333
1399,4,7907142,24,1,185,3,2,2,322
1400,4,7907143,5,0,0,1,1,1,111
1401,4,7907144,11,0,0,2,1,1,211
1402,4,7934066,24,0,0,3,1,1,311
1403,4,7934067,21,1,0,2,2,1,221
1404,4,7934071,5,0,0,1,1,1,111
1405,4,7934075,24,0,0,3,1,1,311
1406,4,7934077,24,12,2504,3,3,3,333
1407,4,7934078,24,3,418,3,2,2,322
1408,4,7994663,8,2,181,1,2,2,122
1409,4,7994665,5,0,0,1,1,1,111
1410,4,7994666,17,2,231,2,2,2,222
1411,4,7994668,20,12,1095,2,3,3,233
1412,4,7994671,24,5,1207,3,2,3,323
1413,4,7994673,24,0,0,3,1,1,311
1414,4,7994675,24,8,572,3,2,2,322
1415,4,8068587,24,6,951,3,2,3,323
1416,4,8070349,5,0,0,1,1,1,111
1417,4,8071981,12,7,878,2,2,3,223
1418,4,8089012,17,44,4939,2,3,3,233
1419,4,8094433,24,60,9528,3,3,3,333
1420,4,8094434,0,0,0,1,1,1,111
1421,4,8197675,0,5,378,1,2,2,122
1422,4,8207107,23,12,934,3,3,3,333
1423,4,8207108,24,2,185,3,2,2,322
1424,4,8207110,24,2,463,3,2,2,322
1425,4,8207111,20,6,423,2,2,2,222
1426,4,8207112,24,12,1524,3,3,3,333
1427,4,8207114,24,0,0,3,1,1,311
1428,4,8207115,0,0,0,1,1,1,111
1429,4,8207118,24,0,0,3,1,1,311
1430,4,8207119,24,0,0,3,1,1,311
1431,4,8207120,24,6,339,3,2,2,322
1432,4,8222414,16,1,197,2,2,2,222
1433,4,8226888,23,1,176,3,2,2,322
1434,4,8250903,14,29,2991,2,3,3,233
1435,4,8250905,0,0,0,1,1,1,111
1436,4,8250906,0,0,0,1,1,1,111
1437,4,8250907,0,0,0,1,1,1,111
1438,4,8253592,24,1,486,3,2,2,322
1439,4,8253593,24,6,406,3,2,2,322
1440,4,8258610,24,0,0,3,1,1,311
1441,4,8258611,24,1,92,3,2,2,322
1442,4,8258612,8,0,0,1,1,1,111
1443,4,8278261,14,20,1943,2,3,3,233
1444,4,8278262,8,0,0,1,1,1,111
1445,4,8278267,24,21,2360,3,3,3,333
1446,4,8278268,10,2,254,1,2,2,122
1447,4,8278275,12,5,447,2,2,2,222
1448,4,8278322,24,5,96,3,2,2,322
1449,4,8278323,24,14,1409,3,3,3,333
1450,4,8278324,0,0,0,1,1,1,111
1451,4,8278326,0,0,0,1,1,1,111
1452,4,8278376,24,5,330,3,2,2,322
1453,4,8278380,24,0,0,3,1,1,311
1454,4,8278384,0,0,0,1,1,1,111
1455,4,8278455,11,1,96,2,2,2,222
1456,4,8278456,24,0,0,3,1,1,311
1457,4,8278457,24,2,304,3,2,2,322
1458,4,8278459,12,8,976,2,2,3,223
1459,4,8278460,13,15,1636,2,3,3,233
1460,4,8280405,24,0,0,3,1,1,311
1461,4,8280460,22,6,591,2,2,2,222
1462,4,8284382,24,46,5408,3,3,3,333
1463,4,8284386,14,25,2554,2,3,3,233
1464,4,8357579,24,1,136,3,2,2,322
1465,4,8357582,14,81,8887,2,3,3,233
1466,4,8357588,24,10,1272,3,3,3,333
1467,4,8357592,24,3,241,3,2,2,322
1468,4,8357593,17,0,0,2,1,1,211
1469,4,8358888,0,0,0,1,1,1,111
1470,4,8364413,24,0,0,3,1,1,311
1471,4,8364414,8,0,0,1,1,1,111
1472,4,8364416,24,1,185,3,2,2,322
1473,4,8364417,24,1,106,3,2,2,322
1474,4,8435950,0,0,0,1,1,1,111
1475,4,8435952,12,0,0,2,1,1,211
1476,4,8435955,24,1,315,3,2,2,322
1477,4,8435957,24,6,556,3,2,2,322
1478,4,8435958,23,22,2152,3,3,3,333
1479,4,8435959,24,29,2998,3,3,3,333
1480,4,8435960,0,0,0,1,1,1,111
1481,4,8435961,24,7,604,3,2,2,322
1482,4,8435962,12,7,201,2,2,2,222
1483,4,8437924,16,29,3899,2,3,3,233
1484,4,8437925,0,0,0,1,1,1,111
1485,4,8437926,24,0,0,3,1,1,311
1486,4,8437927,0,0,0,1,1,1,111
1487,4,8442887,17,1,0,2,2,1,221
1488,4,8462158,24,6,287,3,2,2,322
1489,4,8471191,3,2,196,1,2,2,122
1490,4,8471192,24,0,0,3,1,1,311
1491,4,8471193,23,3,299,3,2,2,322
1492,4,8471194,24,7,532,3,2,2,322
1493,4,8471195,13,1,0,2,2,1,221
1494,4,8471409,15,6,683,2,2,2,222
1495,4,8471425,0,0,0,1,1,1,111
1496,4,8471427,10,5,391,2,2,2,222
1497,4,8472854,7,3,295,1,2,2,122
1498,4,8472855,24,7,766,3,2,2,322
1499,4,8472856,23,2,0,3,2,1,321
1500,4,8488486,14,14,1300,2,3,3,233
1501,4,8488487,24,2,0,3,2,1,321
1502,4,8488488,16,0,0,2,1,1,211
1503,4,8488489,24,20,1997,3,3,3,333
1504,4,8488490,23,24,3991,3,3,3,333
1505,4,8492059,11,0,0,2,1,1,211
1506,4,8492060,0,0,0,1,1,1,111
1507,4,8588168,8,0,0,1,1,1,111
1508,4,8588169,24,22,2058,3,3,3,333
1509,4,8588170,15,13,1133,2,3,3,233
1510,4,8595633,18,2,96,2,2,2,222
1511,4,8607428,15,4,360,2,2,2,222
1512,4,8709965,0,0,0,1,1,1,111
1513,4,8709967,13,3,342,2,2,2,222
1514,4,8709968,3,0,0,1,1,1,111
1515,4,8709973,15,5,170,2,2,2,222
1516,4,8709974,24,2,0,3,2,1,321
1517,4,8709976,14,2,136,2,2,2,222
1518,4,8710687,17,17,1185,2,3,3,233
1519,4,8724585,20,19,1575,2,3,3,233
1520,4,8743603,15,6,85,2,2,2,222
1521,4,8755673,24,6,618,3,2,2,322
1522,4,8755674,15,2,190,2,2,2,222
1523,4,8755676,13,3,406,2,2,2,222
1524,4,8755677,12,22,2759,2,3,3,233
1525,4,8755678,15,1,0,2,2,1,221
1526,4,8755679,24,3,201,3,2,2,322
1527,4,8755680,15,0,0,2,1,1,211
1528,4,8755681,13,1,298,2,2,2,222
1529,4,8755682,24,44,4326,3,3,3,333
1530,4,8764356,15,0,0,2,1,1,211
1531,4,8776857,17,10,711,2,3,2,232
1532,4,8790380,24,19,1377,3,3,3,333
1533,4,8801124,14,3,0,2,2,1,221
1534,4,8801126,13,45,4664,2,3,3,233
1535,4,8801127,15,1,116,2,2,2,222
1536,4,8801128,14,15,1480,2,3,3,233
1537,4,8801129,14,0,0,2,1,1,211
1538,4,8801607,16,9,974,2,3,3,233
1539,4,8803711,14,6,435,2,2,2,222
1540,4,8803761,13,5,511,2,2,2,222
1541,4,8803762,4,2,176,1,2,2,122
1542,4,8803763,14,0,0,2,1,1,211
1543,4,8804150,14,3,481,2,2,2,222
1544,4,8805834,14,0,0,2,1,1,211
1545,4,8806172,23,12,669,3,3,2,332
1546,4,8818185,14,24,1734,2,3,3,233
1547,4,8822565,14,36,2863,2,3,3,233
1548,4,8849777,11,4,705,2,2,2,222
1549,4,8849779,14,3,340,2,2,2,222
1550,4,8849782,9,0,0,1,1,1,111
1551,4,8849785,14,1,75,2,2,2,222
1552,4,8849786,14,2,150,2,2,2,222
1553,4,8849787,23,4,112,2,2,2,222
1554,4,8849788,13,4,441,2,2,2,222
1555,4,8849789,16,30,2793,2,3,3,233
1556,4,8849837,12,7,723,2,2,2,222
1557,4,8863767,16,6,454,2,2,2,222
1558,4,8865559,15,21,2007,2,3,3,233
1559,4,8865561,14,0,0,2,1,1,211
1560,4,8866729,14,3,381,2,2,2,222
1561,4,8881539,15,0,0,2,1,1,211
1562,4,8902541,11,17,1739,2,3,3,233
1563,4,8902544,14,1,0,2,2,1,221
1564,4,8902545,8,0,0,1,1,1,111
1565,4,8902546,21,5,208,2,2,2,222
1566,4,8902547,16,3,291,2,2,2,222
1567,4,8902548,11,1,0,2,2,1,221
1568,4,8902595,16,12,729,2,3,2,232
1569,4,8903255,14,2,149,2,2,2,222
1570,4,8958023,19,1,0,2,2,1,221
1571,4,8958024,14,1,0,2,2,1,221
1572,4,8958026,14,0,0,2,1,1,211
1573,4,8958027,13,9,540,2,3,2,232
1574,4,8958028,14,2,65,2,2,2,222
1575,4,8958029,14,0,0,2,1,1,211
1576,4,8958030,15,4,362,2,2,2,222
1577,4,8958031,13,3,585,2,2,2,222
1578,4,8958033,0,0,0,1,1,1,111
1579,4,8958034,14,1,0,2,2,1,221
1580,4,8959308,10,0,0,2,1,1,211
1581,4,8959450,12,0,0,2,1,1,211
1582,4,8959451,13,0,0,2,1,1,211
1583,4,8959452,13,0,0,2,1,1,211
1584,4,8982838,14,0,0,2,1,1,211
1585,4,8983871,14,0,0,2,1,1,211
1586,4,8983872,14,0,0,2,1,1,211
1587,4,8983873,13,3,376,2,2,2,222
1588,4,8983874,13,1,75,2,2,2,222
1589,4,8983876,7,7,1205,1,2,3,123
1590,4,8983877,14,2,710,2,2,2,222
1591,4,8983878,13,0,0,2,1,1,211
1592,4,8985806,14,0,0,2,1,1,211
1593,4,8986583,13,3,225,2,2,2,222
